,phrase,telecom
3262,text,mts
3263,text,mts
3264,text,beeline
3265,text,tele2
3266,text,beeline
3267,text,mts
3268,text,rostelecom
3269,text,mts
3270,text,skylink
3271,text,mts
3272,text,mts
3273,text,mts
3274,text,mts
3275,text,beeline
3276,text,mts
3277,text,rostelecom
3278,text,megafon
3279,text,mts
3280,text,megafon
3281,text,beeline
3282,text,beeline
3283,text,rostelecom
3284,text,megafon
3285,text,rostelecom
3286,text,mts
3287,text,mts
3288,text,tele2
3289,text,mts
3290,text,rostelecom
3291,text,beeline
3292,text,mts
3293,text,tele2
3294,text,mts
3295,text,megafon
3296,text,megafon
3297,text,beeline
3298,text,mts
3299,text,megafon
3300,text,megafon
3301,text,mts
3302,text,mts
3303,text,megafon
3304,text,beeline
3305,text,mts
3306,text,megafon
3307,text,mts
3308,text,beeline
3309,text,megafon
3310,text,mts
3311,text,mts
3312,text,mts
3313,text,megafon
3314,text,mts
3315,text,beeline
3316,text,beeline
3317,text,mts
3318,text,komstar
3319,text,beeline
3320,text,megafon
3321,text,beeline
3322,text,megafon
3323,text,beeline
3324,text,megafon
3325,text,beeline
3326,text,beeline
3327,text,beeline
3328,text,mts
3329,text,beeline
3330,text,mts
3331,text,mts
3332,text,beeline
3333,text,megafon
3334,text,megafon
3335,text,megafon
3336,text,mts
3337,text,mts
3338,text,mts
3339,text,megafon
3340,text,beeline
3341,text,megafon
3342,text,beeline
3343,text,tele2
3344,text,megafon
3345,text,beeline
3346,text,beeline
3347,text,mts
3348,text,mts
3349,text,mts
3350,text,beeline
3351,text,beeline
3352,text,beeline
3353,text,megafon
3354,text,mts
3355,text,rostelecom
3356,text,mts
3357,text,mts
3358,text,mts
3359,text,mts
3360,text,mts
3361,text,rostelecom
3362,text,mts
3363,text,rostelecom
3364,text,rostelecom
3365,text,mts
3366,text,tele2
3367,text,mts
3368,text,megafon
3369,text,tele2
3370,text,mts
3371,text,megafon
3372,text,mts
3373,text,megafon
3374,text,mts
3375,text,megafon
3376,text,mts
3377,text,megafon
3378,text,megafon
3379,text,mts
3380,text,mts
3381,text,mts
3382,text,mts
3383,text,tele2
3384,text,mts
3385,text,beeline
3386,text,megafon
3387,text,mts
3388,text,megafon
3389,text,mts
3390,text,mts
3391,text,mts
3392,text,rostelecom
3393,text,rostelecom
3394,text,megafon
3395,text,mts
3396,text,megafon
3397,text,mts
3398,text,megafon
3399,text,mts
3400,text,megafon
3401,text,mts
3402,text,mts
3403,text,megafon
3404,text,rostelecom
3405,text,megafon
3406,text,mts
3407,text,megafon
3408,text,megafon
3409,text,beeline
3410,text,beeline
3411,text,megafon
3412,text,megafon
3413,text,mts
3414,text,mts
3415,text,beeline
3416,text,rostelecom
3417,text,rostelecom
3418,text,megafon
3419,text,mts
3420,text,megafon
3421,text,mts
3422,text,beeline
3423,text,megafon
3424,text,skylink
3425,text,mts
3426,text,beeline
3427,text,rostelecom
3428,text,megafon
3429,text,mts
3430,text,tele2
3431,text,rostelecom
3432,text,tele2
3433,text,mts
3434,text,mts
3435,text,mts
3436,text,beeline
3437,text,mts
3438,text,mts
3439,text,mts
3440,text,mts
3441,text,mts
3442,text,megafon
3443,text,beeline
3444,text,mts
3445,text,mts
3446,text,beeline
3447,text,rostelecom
3448,text,mts
3449,text,megafon
3450,text,rostelecom
3451,text,mts
3452,text,rostelecom
3453,text,megafon
3454,text,mts
3455,text,mts
3456,text,mts
3457,text,mts
3458,text,mts
3459,text,beeline
3460,text,mts
3461,text,rostelecom
3462,text,mts
3463,text,mts
3464,text,mts
3465,text,megafon
3466,text,rostelecom
3467,text,rostelecom
3468,text,rostelecom
3469,text,megafon
3470,text,mts
3471,text,beeline
3472,text,beeline
3473,text,rostelecom
3474,text,mts
3475,text,mts
3476,text,rostelecom
3477,text,mts
3478,text,mts
3479,text,beeline
3480,text,mts
3481,text,beeline
3482,text,mts
3483,text,beeline
3484,text,megafon
3485,text,megafon
3486,text,rostelecom
3487,text,rostelecom
3488,text,megafon
3489,text,rostelecom
3490,text,mts
3491,text,rostelecom
3492,text,beeline
3493,text,beeline
3494,text,mts
3495,text,rostelecom
3496,text,mts
3497,text,megafon
3498,text,megafon
3499,text,mts
3500,text,mts
3501,text,mts
3502,text,mts
3503,text,megafon
3504,text,beeline
3505,text,beeline
3506,text,megafon
3507,text,beeline
3508,text,beeline
3509,text,beeline
3510,text,rostelecom
3511,text,beeline
3512,text,mts
3513,text,mts
3514,text,mts
3515,text,beeline
3516,text,mts
3517,text,mts
3518,text,mts
3519,text,megafon
3520,text,mts
3521,text,beeline
3522,text,mts
3523,text,megafon
3524,text,megafon
3525,text,megafon
3526,text,mts
3527,text,beeline
3528,text,mts
3529,text,beeline
3530,text,rostelecom
3531,text,beeline
3532,text,mts
3533,text,mts
3534,text,rostelecom
3535,text,mts
3536,text,megafon
3537,text,megafon
3538,text,mts
3539,text,beeline
3540,text,megafon
3541,text,beeline
3542,text,beeline
3543,text,beeline
3544,text,mts
3545,text,beeline
3546,text,rostelecom
3547,text,beeline
3548,text,mts
3549,text,rostelecom
3550,text,rostelecom
3551,text,mts
3552,text,megafon
3553,text,megafon
3554,text,tele2
3555,text,megafon
3556,text,mts
3557,text,mts
3558,text,beeline
3559,text,megafon
3560,text,mts
3561,text,mts
3562,text,megafon
3563,text,megafon
3564,text,megafon
3565,text,mts
3566,text,beeline
3567,text,megafon
3568,text,megafon
3569,text,rostelecom
3570,text,beeline
3571,text,beeline
3572,text,beeline
3573,text,megafon
3574,text,rostelecom
3575,text,megafon
3576,text,mts
3577,text,mts
3578,text,mts
3579,text,mts
3580,text,megafon
3581,text,megafon
3582,text,beeline
3583,text,megafon
3584,text,mts
3585,text,mts
3586,text,megafon
3587,text,mts
3588,text,rostelecom
3589,text,beeline
3590,text,megafon
3591,text,mts
3592,text,mts
3593,text,megafon
3594,text,megafon
3595,text,megafon
3596,text,beeline
3597,text,rostelecom
3598,text,beeline
3599,text,beeline
3600,text,beeline
3601,text,rostelecom
3602,text,rostelecom
3603,text,megafon
3604,text,megafon
3605,text,mts
3606,text,mts
3607,text,beeline
3608,text,rostelecom
3609,text,mts
3610,text,megafon
3611,text,rostelecom
3612,text,beeline
3613,text,megafon
3614,text,megafon
3615,text,mts
3616,text,mts
3617,text,mts
3618,text,megafon
3619,text,megafon
3620,text,mts
3621,text,megafon
3622,text,mts
3623,text,beeline
3624,text,rostelecom
3625,text,beeline
3626,text,megafon
3627,text,mts
3628,text,mts
3629,text,rostelecom
3630,text,megafon
3631,text,mts
3632,text,rostelecom
3633,text,beeline
3634,text,megafon
3635,text,mts
3636,text,rostelecom
3637,text,mts
3638,text,mts
3639,text,mts
3640,text,mts
3641,text,mts
3642,text,mts
3643,text,megafon
3644,text,megafon
3645,text,rostelecom
3646,text,beeline
3647,text,beeline
3648,text,beeline
3649,text,mts
3650,text,mts
3651,text,mts
3652,text,mts
3653,text,mts
3654,text,rostelecom
3655,text,megafon
3656,text,beeline
3657,text,mts
3658,text,rostelecom
3659,text,mts
3660,text,tele2
3661,text,mts
3662,text,mts
3663,text,rostelecom
3664,text,megafon
3665,text,mts
3666,text,mts
3667,text,mts
3668,text,mts
3669,text,mts
3670,text,mts
3671,text,mts
3672,text,beeline
3673,text,mts
3674,text,mts
3675,text,mts
3676,text,mts
3677,text,mts
3678,text,mts
3679,text,mts
3680,text,mts
3681,text,megafon
3682,text,mts
3683,text,mts
3684,text,mts
3685,text,mts
3686,text,mts
3687,text,mts
3688,text,mts
3689,text,mts
3690,text,mts
3691,text,mts
3692,text,mts
3693,text,megafon
3694,text,mts
3695,text,mts
3696,text,mts
3697,text,mts
3698,text,mts
3699,text,mts
3700,text,mts
3701,text,mts
3702,text,mts
3703,text,mts
3704,text,mts
3705,text,mts
3706,text,mts
3707,text,beeline
3708,text,mts
3709,text,mts
3710,text,mts
3711,text,mts
3712,text,mts
3713,text,mts
3714,text,beeline
3715,text,mts
3716,text,beeline
3717,text,megafon
3718,text,mts
3719,text,mts
3720,text,mts
3721,text,mts
3722,text,mts
3723,text,beeline
3724,text,beeline
3725,text,mts
3726,text,mts
3727,text,beeline
3728,text,mts
3729,text,mts
3730,text,beeline
3731,text,mts
3732,text,mts
3733,text,mts
3734,text,mts
3735,text,megafon
3736,text,mts
3737,text,megafon
3738,text,mts
3739,text,mts
3740,text,mts
3741,text,mts
3742,text,beeline
3743,text,mts
3744,text,megafon
3745,text,megafon
3746,text,mts
3747,text,mts
3748,text,mts
3749,text,mts
3750,text,megafon
3751,text,beeline
3752,text,mts
3753,text,mts
3754,text,mts
3755,text,mts
3756,text,mts
3757,text,mts
3758,text,mts
3759,text,mts
3760,text,mts
3761,text,mts
3762,text,mts
3763,text,beeline
3764,text,mts
3765,text,mts
3766,text,beeline
3767,text,mts
3768,text,mts
3769,text,mts
3770,text,mts
3771,text,mts
3772,text,mts
3773,text,mts
3774,text,mts
3775,text,mts
3776,text,mts
3777,text,mts
3778,text,mts
3779,text,mts
3780,text,mts
3781,text,mts
3782,text,beeline
3783,text,mts
3784,text,mts
3785,text,mts
3786,text,mts
3787,text,mts
3788,text,mts
3789,text,rostelecom
3790,text,mts
3791,text,mts
3792,text,mts
3793,text,mts
3794,text,mts
3795,text,mts
3796,text,beeline
3797,text,mts
3798,text,mts
3799,text,mts
3800,text,mts
3801,text,rostelecom
3802,text,mts
3803,text,mts
3804,text,mts
3805,text,mts
3806,text,beeline
3807,text,mts
3808,text,mts
3809,text,mts
3810,text,mts
3811,text,mts
3812,text,mts
3813,text,mts
3814,text,mts
3815,text,mts
3816,text,mts
3817,text,mts
3818,text,mts
3819,text,mts
3820,text,mts
3821,text,mts
3822,text,mts
3823,text,mts
3824,text,mts
3825,text,mts
3826,text,mts
3827,text,mts
3828,text,mts
3829,text,mts
3830,text,mts
3831,text,mts
3832,text,beeline
3833,text,mts
3834,text,mts
3835,text,mts
3836,text,mts
3837,text,mts
3838,text,megafon
3839,text,beeline
3840,text,mts
3841,text,mts
3842,text,mts
3843,text,beeline
3844,text,mts
3845,text,mts
3846,text,mts
3847,text,beeline
3848,text,mts
3849,text,mts
3850,text,mts
3851,text,megafon
3852,text,mts
3853,text,mts
3854,text,mts
3855,text,megafon
3856,text,mts
3857,text,mts
3858,text,beeline
3859,text,mts
3860,text,mts
3861,text,mts
3862,text,mts
3863,text,mts
3864,text,mts
3865,text,mts
3866,text,rostelecom
3867,text,mts
3868,text,mts
3869,text,mts
3870,text,mts
3871,text,megafon
3872,text,mts
3873,text,beeline
3874,text,mts
3875,text,mts
3876,text,mts
3877,text,mts
3878,text,mts
3879,text,mts
3880,text,mts
3881,text,mts
3882,text,mts
3883,text,megafon
3884,text,mts
3885,text,megafon
3886,text,mts
3887,text,mts
3888,text,mts
3889,text,beeline
3890,text,mts
3891,text,beeline
3892,text,mts
3893,text,mts
3894,text,beeline
3895,text,beeline
3896,text,beeline
3897,text,beeline
3898,text,mts
3899,text,mts
3900,text,mts
3901,text,mts
3902,text,mts
3903,text,megafon
3904,text,mts
3905,text,megafon
3906,text,mts
3907,text,mts
3908,text,mts
3909,text,megafon
3910,text,mts
3911,text,mts
3912,text,tele2
3913,text,mts
3914,text,rostelecom
3915,text,mts
3916,text,rostelecom
3917,text,mts
3918,text,mts
3919,text,beeline
3920,text,beeline
3921,text,megafon
3922,text,mts
3923,text,beeline
3924,text,mts
3925,text,beeline
3926,text,beeline
3927,text,beeline
3928,text,rostelecom
3929,text,beeline
3930,text,beeline
3931,text,mts
3932,text,mts
3933,text,beeline
3934,text,beeline
3935,text,mts
3936,text,mts
3937,text,beeline
3938,text,beeline
3939,text,mts
3940,text,beeline
3941,text,beeline
3942,text,mts
3943,text,mts
3944,text,mts
3945,text,mts
3946,text,mts
3947,text,beeline
3948,text,mts
3949,text,mts
3950,text,mts
3951,text,mts
3952,text,mts
3953,text,mts
3954,text,mts
3955,text,beeline
3956,text,beeline
3957,text,beeline
3958,text,mts
3959,text,mts
3960,text,beeline
3961,text,beeline
3962,text,rostelecom
3963,text,megafon
3964,text,beeline
3965,text,rostelecom
3966,text,mts
3967,text,beeline
3968,text,mts
3969,text,tele2
3970,text,mts
3971,text,megafon
3972,text,megafon
3973,text,mts
3974,text,mts
3975,text,mts
3976,text,mts
3977,text,megafon
3978,text,beeline
3979,text,rostelecom
3980,text,beeline
3981,text,beeline
3982,text,beeline
3983,text,beeline
3984,text,beeline
3985,text,mts
3986,text,mts
3987,text,mts
3988,text,rostelecom
3989,text,mts
3990,text,beeline
3991,text,mts
3992,text,beeline
3993,text,mts
3994,text,beeline
3995,text,mts
3996,text,mts
3997,text,mts
3998,text,mts
3999,text,beeline
4000,text,mts
4001,text,mts
4002,text,mts
4003,text,skylink
4004,text,megafon
4005,text,megafon
4006,text,mts
4007,text,mts
4008,text,mts
4009,text,megafon
4010,text,beeline
4011,text,mts
4012,text,rostelecom
4013,text,beeline
4014,text,beeline
4015,text,mts
4016,text,mts
4017,text,mts
4018,text,mts
4019,text,mts
4020,text,beeline
4021,text,mts
4022,text,mts
4023,text,mts
4024,text,megafon
4025,text,beeline
4026,text,tele2
4027,text,mts
4028,text,beeline
4029,text,mts
4030,text,mts
4031,text,mts
4032,text,megafon
4033,text,rostelecom
4034,text,beeline
4035,text,rostelecom
4036,text,mts
4037,text,mts
4038,text,megafon
4039,text,mts
4040,text,megafon
4041,text,mts
4042,text,mts
4043,text,mts
4044,text,mts
4045,text,megafon
4046,text,mts
4047,text,mts
4048,text,mts
4049,text,rostelecom
4050,text,mts
4051,text,mts
4052,text,mts
4053,text,mts
4054,text,mts
4055,text,mts
4056,text,mts
4057,text,mts
4058,text,beeline
4059,text,rostelecom
4060,text,mts
4061,text,mts
4062,text,mts
4063,text,mts
4064,text,mts
4065,text,mts
4066,text,mts
4067,text,beeline
4068,text,mts
4069,text,beeline
4070,text,rostelecom
4071,text,beeline
4072,text,mts
4073,text,megafon
4074,text,rostelecom
4075,text,mts
4076,text,mts
4077,text,mts
4078,text,mts
4079,text,mts
4080,text,mts
4081,text,mts
4082,text,mts
4083,text,mts
4084,text,mts
4085,text,mts
4086,text,mts
4087,text,mts
4088,text,mts
4089,text,rostelecom
4090,text,mts
4091,text,mts
4092,text,mts
4093,text,megafon
4094,text,mts
4095,text,mts
4096,text,mts
4097,text,mts
4098,text,mts
4099,text,beeline
4100,text,mts
4101,text,megafon
4102,text,mts
4103,text,mts
4104,text,megafon
4105,text,beeline
4106,text,mts
4107,text,mts
4108,text,mts
4109,text,megafon
4110,text,megafon
4111,text,mts
4112,text,mts
4113,text,tele2
4114,text,beeline
4115,text,rostelecom
4116,text,mts
4117,text,tele2
4118,text,megafon
4119,text,mts
4120,text,mts
4121,text,beeline
4122,text,tele2
4123,text,mts
4124,text,rostelecom
4125,text,mts
4126,text,mts
4127,text,tele2
4128,text,tele2
4129,text,tele2
4130,text,mts
4131,text,tele2
4132,text,mts
4133,text,tele2
4134,text,megafon
4135,text,megafon
4136,text,tele2
4137,text,mts
4138,text,mts
4139,text,beeline
4140,text,rostelecom
4141,text,mts
4142,text,tele2
4143,text,rostelecom
4144,text,tele2
4145,text,tele2
4146,text,mts
4147,text,tele2
4148,text,mts
4149,text,beeline
4150,text,tele2
4151,text,tele2
4152,text,mts
4153,text,tele2
4154,text,megafon
4155,text,tele2
4156,text,megafon
4157,text,tele2
4158,text,beeline
4159,text,beeline
4160,text,mts
4161,text,mts
4162,text,tele2
4163,text,tele2
4164,text,mts
4165,text,tele2
4166,text,mts
4167,text,beeline
4168,text,megafon
4169,text,mts
4170,text,mts
4171,text,tele2
4172,text,mts
4173,text,mts
4174,text,mts
4175,text,tele2
4176,text,beeline
4177,text,mts
4178,text,mts
4179,text,rostelecom
4180,text,tele2
4181,text,mts
4182,text,beeline
4183,text,mts
4184,text,beeline
4185,text,megafon
4186,text,megafon
4187,text,rostelecom
4188,text,mts
4189,text,mts
4190,text,mts
4191,text,beeline
4192,text,megafon
4193,text,mts
4194,text,mts
4195,text,tele2
4196,text,tele2
4197,text,tele2
4198,text,tele2
4199,text,tele2
4200,text,tele2
4201,text,tele2
4202,text,tele2
4203,text,beeline
4204,text,mts
4205,text,beeline
4206,text,tele2
4207,text,mts
4208,text,mts
4209,text,megafon
4210,text,rostelecom
4211,text,beeline
4212,text,mts
4213,text,mts
4214,text,tele2
4215,text,mts
4216,text,beeline
4217,text,megafon
4218,text,mts
4219,text,mts
4220,text,mts
4221,text,tele2
4222,text,tele2
4223,text,tele2
4224,text,tele2
4225,text,mts
4226,text,rostelecom
4227,text,beeline
4228,text,mts
4229,text,tele2
4230,text,mts
4231,text,tele2
4232,text,tele2
4233,text,mts
4234,text,mts
4235,text,mts
4236,text,megafon
4237,text,mts
4238,text,mts
4239,text,mts
4240,text,mts
4241,text,mts
4242,text,beeline
4243,text,beeline
4244,text,megafon
4245,text,mts
4246,text,beeline
4247,text,mts
4248,text,megafon
4249,text,megafon
4250,text,mts
4251,text,mts
4252,text,megafon
4253,text,tele2
4254,text,beeline
4255,text,tele2
4256,text,mts
4257,text,mts
4258,text,mts
4259,text,mts
4260,text,tele2
4261,text,mts
4262,text,mts
4263,text,mts
4264,text,rostelecom
4265,text,beeline
4266,text,tele2
4267,text,mts
4268,text,mts
4269,text,mts
4270,text,mts
4271,text,mts
4272,text,mts
4273,text,tele2
4274,text,mts
4275,text,mts
4276,text,mts
4277,text,mts
4278,text,mts
4279,text,mts
4280,text,mts
4281,text,mts
4282,text,mts
4283,text,mts
4284,text,megafon
4285,text,mts
4286,text,mts
4287,text,megafon
4288,text,megafon
4289,text,megafon
4290,text,mts
4291,text,mts
4292,text,megafon
4293,text,mts
4294,text,mts
4295,text,mts
4296,text,mts
4297,text,megafon
4298,text,megafon
4299,text,mts
4300,text,tele2
4301,text,mts
4302,text,mts
4303,text,mts
4304,text,mts
4305,text,mts
4306,text,mts
4307,text,beeline
4308,text,mts
4309,text,rostelecom
4310,text,beeline
4311,text,mts
4312,text,mts
4313,text,megafon
4314,text,mts
4315,text,mts
4316,text,beeline
4317,text,mts
4318,text,mts
4319,text,tele2
4320,text,mts
4321,text,mts
4322,text,mts
4323,text,beeline
4324,text,mts
4325,text,mts
4326,text,mts
4327,text,mts
4328,text,mts
4329,text,mts
4330,text,mts
4331,text,beeline
4332,text,mts
4333,text,mts
4334,text,mts
4335,text,mts
4336,text,tele2
4337,text,mts
4338,text,mts
4339,text,mts
4340,text,mts
4341,text,mts
4342,text,mts
4343,text,mts
4344,text,beeline
4345,text,mts
4346,text,tele2
4347,text,mts
4348,text,mts
4349,text,mts
4350,text,megafon
4351,text,megafon
4352,text,rostelecom
4353,text,mts
4354,text,mts
4355,text,mts
4356,text,mts
4357,text,mts
4358,text,mts
4359,text,mts
4360,text,mts
4361,text,mts
4362,text,mts
4363,text,mts
4364,text,mts
4365,text,mts
4366,text,mts
4367,text,mts
4368,text,mts
4369,text,mts
4370,text,mts
4371,text,mts
4372,text,mts
4373,text,mts
4374,text,mts
4375,text,beeline
4376,text,mts
4377,text,mts
4378,text,beeline
4379,text,mts
4380,text,beeline
4381,text,mts
4382,text,mts
4383,text,mts
4384,text,mts
4385,text,mts
4386,text,beeline
4387,text,beeline
4388,text,mts
4389,text,mts
4390,text,mts
4391,text,beeline
4392,text,mts
4393,text,mts
4394,text,mts
4395,text,tele2
4396,text,mts
4397,text,mts
4398,text,mts
4399,text,mts
4400,text,mts
4401,text,tele2
4402,text,mts
4403,text,mts
4404,text,mts
4405,text,tele2
4406,text,rostelecom
4407,text,mts
4408,text,mts
4409,text,beeline
4410,text,beeline
4411,text,tele2
4412,text,mts
4413,text,megafon
4414,text,mts
4415,text,mts
4416,text,mts
4417,text,beeline
4418,text,mts
4419,text,mts
4420,text,megafon
4421,text,mts
4422,text,megafon
4423,text,beeline
4424,text,mts
4425,text,beeline
4426,text,mts
4427,text,mts
4428,text,megafon
4429,text,mts
4430,text,mts
4431,text,tele2
4432,text,mts
4433,text,mts
4434,text,mts
4435,text,mts
4436,text,mts
4437,text,tele2
4438,text,rostelecom
4439,text,tele2
4440,text,mts
4441,text,mts
4442,text,mts
4443,text,mts
4444,text,mts
4445,text,mts
4446,text,mts
4447,text,mts
4448,text,mts
4449,text,mts
4450,text,mts
4451,text,mts
4452,text,mts
4453,text,mts
4454,text,mts
4455,text,megafon
4456,text,mts
4457,text,mts
4458,text,mts
4459,text,mts
4460,text,mts
4461,text,mts
4462,text,mts
4463,text,mts
4464,text,rostelecom
4465,text,mts
4466,text,mts
4467,text,megafon
4468,text,mts
4469,text,mts
4470,text,mts
4471,text,mts
4472,text,mts
4473,text,mts
4474,text,mts
4475,text,mts
4476,text,mts
4477,text,mts
4478,text,mts
4479,text,mts
4480,text,mts
4481,text,mts
4482,text,tele2
4483,text,mts
4484,text,mts
4485,text,mts
4486,text,mts
4487,text,mts
4488,text,megafon
4489,text,rostelecom
4490,text,mts
4491,text,rostelecom
4492,text,mts
4493,text,beeline
4494,text,rostelecom
4495,text,mts
4496,text,mts
4497,text,tele2
4498,text,mts
4499,text,mts
4500,text,tele2
4501,text,tele2
4502,text,mts
4503,text,mts
4504,text,mts
4505,text,mts
4506,text,mts
4507,text,tele2
4508,text,mts
4509,text,tele2
4510,text,beeline
4511,text,mts
4512,text,mts
4513,text,mts
4514,text,mts
4515,text,mts
4516,text,mts
4517,text,megafon
4518,text,rostelecom
4519,text,mts
4520,text,mts
4521,text,mts
4522,text,mts
4523,text,mts
4524,text,mts
4525,text,mts
4526,text,beeline
4527,text,megafon
4528,text,mts
4529,text,tele2
4530,text,mts
4531,text,mts
4532,text,mts
4533,text,mts
4534,text,mts
4535,text,tele2
4536,text,mts
4537,text,beeline
4538,text,mts
4539,text,megafon
4540,text,mts
4541,text,mts
4542,text,mts
4543,text,mts
4544,text,mts
4545,text,mts
4546,text,mts
4547,text,mts
4548,text,mts
4549,text,mts
4550,text,mts
4551,text,mts
4552,text,mts
4553,text,mts
4554,text,mts
4555,text,mts
4556,text,mts
4557,text,mts
4558,text,mts
4559,text,beeline
4560,text,beeline
4561,text,mts
4562,text,megafon
4563,text,rostelecom
4564,text,mts
4565,text,tele2
4566,text,mts
4567,text,mts
4568,text,mts
4569,text,megafon
4570,text,mts
4571,text,mts
4572,text,mts
4573,text,mts
4574,text,mts
4575,text,mts
4576,text,mts
4577,text,mts
4578,text,mts
4579,text,mts
4580,text,beeline
4581,text,mts
4582,text,mts
4583,text,mts
4584,text,mts
4585,text,mts
4586,text,mts
4587,text,mts
4588,text,mts
4589,text,mts
4590,text,mts
4591,text,mts
4592,text,mts
4593,text,mts
4594,text,mts
4595,text,mts
4596,text,beeline
4597,text,mts
4598,text,beeline
4599,text,megafon
4600,text,mts
4601,text,beeline
4602,text,mts
4603,text,megafon
4604,text,beeline
4605,text,mts
4606,text,beeline
4607,text,megafon
4608,text,mts
4609,text,mts
4610,text,mts
4611,text,mts
4612,text,megafon
4613,text,beeline
4614,text,megafon
4615,text,megafon
4616,text,megafon
4617,text,megafon
4618,text,beeline
4619,text,megafon
4620,text,tele2
4621,text,beeline
4622,text,mts
4623,text,mts
4624,text,beeline
4625,text,mts
4626,text,beeline
4627,text,beeline
4628,text,mts
4629,text,beeline
4630,text,mts
4631,text,beeline
4632,text,mts
4633,text,mts
4634,text,mts
4635,text,rostelecom
4636,text,mts
4637,text,mts
4638,text,beeline
4639,text,rostelecom
4640,text,megafon
4641,text,mts
4642,text,mts
4643,text,rostelecom
4644,text,mts
4645,text,beeline
4646,text,tele2
4647,text,beeline
4648,text,mts
4649,text,beeline
4650,text,mts
4651,text,megafon
4652,text,mts
4653,text,beeline
4654,text,beeline
4655,text,mts
4656,text,beeline
4657,text,beeline
4658,text,beeline
4659,text,tele2
4660,text,beeline
4661,text,rostelecom
4662,text,mts
4663,text,mts
4664,text,rostelecom
4665,text,megafon
4666,text,mts
4667,text,mts
4668,text,mts
4669,text,mts
4670,text,mts
4671,text,mts
4672,text,rostelecom
4673,text,mts
4674,text,rostelecom
4675,text,tele2
4676,text,beeline
4677,text,mts
4678,text,mts
4679,text,tele2
4680,text,beeline
4681,text,megafon
4682,text,mts
4683,text,tele2
4684,text,megafon
4685,text,megafon
4686,text,megafon
4687,text,rostelecom
4688,text,mts
4689,text,megafon
4690,text,rostelecom
4691,text,mts
4692,text,rostelecom
4693,text,mts
4694,text,mts
4695,text,mts
4696,text,megafon
4697,text,rostelecom
4698,text,tele2
4699,text,tele2
4700,text,tele2
4701,text,mts
4702,text,rostelecom
4703,text,rostelecom
4704,text,rostelecom
4705,text,rostelecom
4706,text,mts
4707,text,mts
4708,text,beeline
4709,text,beeline
4710,text,mts
4711,text,beeline
4712,text,mts
4713,text,rostelecom
4714,text,mts
4715,text,mts
4716,text,rostelecom
4717,text,beeline
4718,text,megafon
4719,text,mts
4720,text,tele2
4721,text,beeline
4722,text,mts
4723,text,tele2
4724,text,mts
4725,text,rostelecom
4726,text,mts
4727,text,mts
4728,text,tele2
4729,text,tele2
4730,text,mts
4731,text,mts
4732,text,tele2
4733,text,rostelecom
4734,text,rostelecom
4735,text,beeline
4736,text,megafon
4737,text,mts
4738,text,megafon
4739,text,rostelecom
4740,text,tele2
4741,text,rostelecom
4742,text,mts
4743,text,megafon
4744,text,tele2
4745,text,mts
4746,text,beeline
4747,text,megafon
4748,text,mts
4749,text,mts
4750,text,mts
4751,text,megafon
4752,text,megafon
4753,text,megafon
4754,text,mts
4755,text,rostelecom
4756,text,mts
4757,text,tele2
4758,text,tele2
4759,text,mts
4760,text,mts
4761,text,beeline
4762,text,mts
4763,text,tele2
4764,text,beeline
4765,text,tele2
4766,text,tele2
4767,text,beeline
4768,text,mts
4769,text,mts
4770,text,rostelecom
4771,text,mts
4772,text,mts
4773,text,mts
4774,text,mts
4775,text,mts
4776,text,tele2
4777,text,beeline
4778,text,beeline
4779,text,tele2
4780,text,mts
4781,text,rostelecom
4782,text,mts
4783,text,mts
4784,text,rostelecom
4785,text,rostelecom
4786,text,mts
4787,text,megafon
4788,text,mts
4789,text,beeline
4790,text,mts
4791,text,mts
4792,text,mts
4793,text,megafon
4794,text,mts
4795,text,megafon
4796,text,megafon
4797,text,tele2
4798,text,beeline
4799,text,beeline
4800,text,beeline
4801,text,beeline
4802,text,beeline
4803,text,beeline
4804,text,beeline
4805,text,beeline
4806,text,beeline
4807,text,beeline
4808,text,beeline
4809,text,beeline
4810,text,beeline
4811,text,beeline
4812,text,beeline
4813,text,beeline
4814,text,beeline
4815,text,beeline
4816,text,beeline
4817,text,beeline
4818,text,beeline
4819,text,beeline
4820,text,beeline
4821,text,beeline
4822,text,beeline
4823,text,beeline
4824,text,beeline
4825,text,beeline
4826,text,beeline
4827,text,beeline
4828,text,beeline
4829,text,beeline
4830,text,beeline
4831,text,beeline
4832,text,beeline
4833,text,beeline
4834,text,beeline
4835,text,beeline
4836,text,beeline
4837,text,beeline
4838,text,beeline
4839,text,beeline
4840,text,beeline
4841,text,beeline
4842,text,beeline
4843,text,beeline
4844,text,beeline
4845,text,beeline
4846,text,beeline
4847,text,beeline
4848,text,beeline
4849,text,beeline
4850,text,beeline
4851,text,beeline
4852,text,beeline
4853,text,beeline
4854,text,beeline
4855,text,beeline
4856,text,beeline
4857,text,beeline
4858,text,beeline
4859,text,beeline
4860,text,beeline
4861,text,beeline
4862,text,beeline
4863,text,beeline
4864,text,beeline
4865,text,beeline
4866,text,beeline
4867,text,beeline
4868,text,beeline
4869,text,beeline
4870,text,beeline
4871,text,beeline
4872,text,beeline
4873,text,beeline
4874,text,beeline
4875,text,beeline
4876,text,beeline
4877,text,beeline
4878,text,beeline
4879,text,beeline
4880,text,beeline
4881,text,beeline
4882,text,beeline
4883,text,beeline
4884,text,beeline
4885,text,beeline
4886,text,beeline
4887,text,beeline
