,name,text,sent
235,Volkswagen Golf 3 хэтчбэк,"Ездила на этом авто год, до этого на Матизе и БМВ, по-этому могу сравнивать только с этими авто. Сразу в приоритет поставлю Вольцваген Гольф, не буду говорить о недостатках тех машин которые, были а буду говорить о Вольцвагене. Машинка уже в ""годах"", мне попалась резвая, за год я ее не делала, она не ломалась, зимой на трассе ведет себя не так как БМВ, у кого он был меня понимают(задний привод). Внутри салон не большой, но семья спокойно помещается, багажник средний. Салон жестковаты, по трассе тоже жестковата(для тех, кто любит вальяжные поездки, не подойдет) Взяла бы я еще себе Голь 3? думаю, что нет))) у меня сейчас Гольф 5(супер)... но это другая история. Общее впечатление : Хорошая машинка, для своих годов, железная.",neutral
236,ВАЗ 2107 Лада седан,"Семёрочка. Моя первая машинка. Хоть это и не женская машина, но я её полюбила, как родную. Взяла я её скажем так, подубитую. Надо сделать под капотом все, ходовую. Началось. Думала ни каких денег не хватит. Хватило, еще и осталось. Детали оказались дешевле, чем работа моториста или механика. Детали доступны, не надо их заказывать и ждать. Если разобраться во всем, можно и самому менять запчасти или сделать что-то под капотом. Салон мне очень нравился, как дома. Мне в машине было очень комфортно. Все под рукой и ни чего лишнего. Хоть моя машина и была 1996 года, но она была целая, днище было не ржавое, пороги в норме. Вообще, машина под мой характер - педаль газа как сенсорная, только прикоснулся, она рвет с места, а тормоз надо немного больше нажать. У меня её нет уже почти год, а мне снится что я на ней езжу. Жалею, что продала. ",positive
237,Volkswagen Golf 2 хэтчбек,"Отъездил на этом автомобиле более пяти лет. Автомобиль 1988 года выпуска. Двигатель 1.6 карбюратор. Машина резвая на вид маленькая но как садишся в салон то места там придостаточно. Из поломок только влетел на ремонт карбюратора. Заплатил 1250 гривен за ремонт. Но сделали на совесть ребята. После ремонта карбюратора двигатель начал работать как только что выпустили машину с конвеера. Уменьшился расход бензина, примерно до пяти литров на сотню. Понятное дело менял ходовую с нашими то дорогами. Можно сказать служил мне этот автомобиль верой и правдой. Это мой первый автомобиль. Этот автомобиль моим знакомым дома построил. Общее впечатление : Надежный экономичный народный немецкий автомобиль",positive
238,Ford Mondeo Mk III седан,"Всем доброго времени суток, был у меня такой автомобиль, ездил на нем год, разгон самый нормальный, расход не большой, на дороге держеться очень хорошо, в меру проходимый, проезжал по жидкой глине 300 метров и не застрял, по городу гонялся с chaser-ом сделал его только так. Запчасти довольно дешевые, и найти можно в любом автомобильном магазине, подвеска продержалась год, мне кажется на них дорогах больше не возможно. Ездил на ней и на работу и на природу и в другие города, везде ехала бодро, удобно спать, ночью, вполне вместимая, загружал 5 мешков картошку плюс запска, плюс запчасти. Вполне хороший агрегат, можно из него и спортивный автомобиль сделать. ",positive
239,Audi 100 C4 универсал,"Здравствуйте месяца 2 назад купил себе вот это чудо техники в виде четырех колец по началу нареканий не было авто летало так как будто в формуле 1 только в хорошем салоне ))) но спустя месяц понеслось растраты то датчик какой накроется то подвеска греметь начнет короче понеслось и поехало брал авто за 4500 тысячи у. е и уже вложил в нее около 2 тысяч но это еще не предел работы и хлопот валом после зимы час надо красить убирать жуков и все остальное вообщем остался не довольным сильно дорогая в обслуживание и слишком прихотлива к топливу и с заводкой на морозе возникали проблем. Салон в авто прекрасен, вид тоже класс но па ходовой части я остался не довольным!! ",neutral
240,Opel Astra GTC 3D купе,"Неплохая, но быстро ломается, по сравнению с другими иномарками этого класса и такой цены. Была такая у моего брата, купил, поездил пару месяцев, в итоге начала потихонечку сыпаться, расшатываться. Конечно красивая машина, да и тянет хорошо, но подумайте, хотите ли вы каждый месяц посещать автосалон опель и интересоваться, почему так всё!? По-моему, лучше было бы взять форд фокус 2 хэтчбек, купе, кажется, она дороже, но если вы хотите сочетать в автомобиле скорость, надежность и комфорт, то это тот автомобиль. Также на рынке очень много других замечательных автомобилей, не уступающих этому. Хотя главное чтобы себе нравилась, а остальное ерунда. Общее впечатление : неплохая",negative
241,Renault Megane 3 хэтчбек,"недавно приобрели автомобиль рено-меган 3. машина просто классная по всем параметрам. Бесшумная, внутри красивая. Места очень много внутри. малый расход бензина, большой багажник. приемлимая цена. очень красивая отделка салона. Общее впечатление : авто-супер!",positive
242,Daewoo Nexia седан,"Не давно приобрел этот авто выбор был между Ваз и Daewoo. За период эксплуатации не раз не подводила конечно это не BMW комфорта там очень мало дорогу держит отлично ведь как ни как иномарка гидро-усилитель руля отлично подходит для начинающих. Машина имеет двигатель 1.5,1.6 имеется 8 или 16 клапанные двигатели брать 8 или 16 решать вам так как при 16 надо заранее проверять и менять ремень ГРМ иначе последствия обрыва ремня двигатель умрет. В обслуживании обходится очень дешево, запчасти на каждом углу, бензин расходует очень экономично 7-9 литров город на 100 км. Самое главное автомобиль сам не дорогой ))) Общее впечатление : Автомобиль не плохой",negative
243,BMW 525 E60 седан,"Машина просто супер, как говориться немцы говорят сами за себя. Характеристики у неё конечно хорошие: скорость максимальная - 245 км/ч, разгон до 100 км/ч - 7,5 секунд и т. д., сразу понять, что машина создана для быстрой и хорошей езды(нам бы конечно ещё в России хорошие дороги и машине цены бы не было). Динамика у машины хорошая, на дороге чувствует себя уверенно, как говориться, с водителем становиться одним целым. Ничего не гримит, не бримчит. В обслуживании правда, бывает и бьёт по-карману(запчасти на немцев, на много дороже чем на российский авто пром или японца), но за комфорт и качества всегда приходится платить. Я считаю, что кто истинный ценитель качества и комфорта машины, тот несомненно купит немца, да ещё такого как BMW 525 E60! Общее впечатление : Немец есть немец",negative
244,Honda Accord Inspire седан,"Очень хороший авто, шикарный салон объём у двигателя подходящий 3 литра рулевая система хорошая, тёплый салон в морозное время тепло долго сохраняется . ",positive
245,Mitsubishi Lancer X,"Этот автомобиль сделан для людей которые сочетают скорость и комфорт, хорошая подвеска, устойчивый на дороге, идеально подходят цвета для автомобиля это красный, черный и белый, коробка автомат с режимом (спорт) очень нравится, набирает скорость на много быстрее чем обычный автомат. В салоне очень комфортно сидеть, багажник вполне подходит для обычных авто любителей, ну одним словом японский автомобиль, качественная сборка, при покупке такого автомобиля можно на долго забыть о ремонте и доп деталей, конечно расход топлива говорит сам за себя. Нужно иметь весомый кошелек чтобы прокормить этого тигра, но зато на дороге чувствуешь себя уверенно, и непобедимо . Отпекаемый капот и стандартный сполер придает авто очень хорошую айродинамику Общее впечатление : Хороший японский автомобиль",positive
246,Kia Spectra седан,"Друзья, у меня машинка 2008 года. Объем 1600 куб. см. Комплектация полная (автомат, кондиционер, все стеклоподъемники, противотуманные фары, подогрев сидений) В целом машина меня радует на протяжении всего периода эксплуатации. Серьезных поломок за 6 лет не было. Положительные впечатления: - Очень дешевая в эксплуатация автомобиля... - Мягкая и комфортная подвеска - Автомат стоит старый 4-ступенчатый - простой и надежный, хоть и долго переключается, но зато не привередливый к эксплуатации. - Резинки дверей зимой практически не примерзают (я не использую силиконовые спреи и прочие средства) - Кондиционер и печка работают отлично и выполняют свои функции быстро. - сместительный багажник. - относительно просторный салон. Отрицательные впечатления: - На неровной дороге и зимой постоянно чиркает днищем. - Через 5 лет эксплуатации сломался подогрев водительского сидения. Ремонт обойдется в 5000 руб. - Расход топлива в среднем 10л/100км Сравнение с конкурентами: Если выбирать между Приорой, Калиной, Акцентом или Ланосом, то мой выбор упал однозначно на Спектру ",positive
247,Volkswagen Lupo,"Машинка реально комфортная, маневренная и проходимая. Но, поскольку ее выпускали достаточно ограниченной серией и только для внутреннего рынка Германии, то запчастей на нее найти не представляется возможным ни на одной разборке и ни в одном фирменном магазине. Всё идет только под заказ из Германии, это долго и дорого. Окупается, при нормальной эксплуатации, низким расходом топлива. Моя достаточно капризна в выборе топлива, кушает только премиум-класс, на другом чихает! :)Я езжу на этом аппарате уже достаточно давно и никак не могу решиться расстаться с моим эксклюзивным ""лупатым"" другом... Общее впечатление : Отличная машинка, если Вы готовы ждать зап.части до бесконечности и платить за них втридорога",positive
248,Renault Kangoo минивэн,"Автомобиль оказался мягким на ходу, не превеледлевым, снаружи небольшим но внутри просто огромное количество места. Автомобиль оказался комфортным несмотря на невысокую цену. Высокий клиренс и энергоемкая подвеска (так как рассчитана на перевозку небольших грузов) позволяет управлять автомобилем по любым отечественным дорогам без опасений. Грузоподъемность до 1 тонны, а место для груза в багажнике рассчитано на 1 евро палет (до 3 м. куб). Задняя дверь для пассажиров сдвижная, что позволяет очень удобную посадку-высадку пассажиров. И самое приятное - расход 5 литров на 100 км., а одной заправки бака хватает на 1200 км хода. ",positive
249,Daewoo Nexia седан,"Автомобиль пойдет, как девушкам, так и мужчинам. Салон конечно хотелось бы побольше. Сзади пассажирам добавить бы свободного пространства. Я был удивлен вместительностью, и большим размером багажника, порадовало. Хочу добавить, что в машине хорошая шумоизоляция... С объемом двигателя 1.6 хорошо набирает разгон. Машине уже 3.5 года, я доволен. ",neutral
250,Geely Emgrand EC7 седан,"Являясь счастливым обладателем этой модели, хочу поделиться впечатлением. По габаритам достаточно большая, дизайн напоминает мерседес и тойоту. Красивая не только внешне, ну и кожаный салон радует глаз. Экономна в плане использования топлива. Выехали с салона стоп огни не горят(видать китайцы поторопились и контакты отошли). Наступили холода, а печка не греет(пришлось воздушную пробку продавать), теперь жара!! Двигатель слабоват, конечно, всего 98 лошадок! А так ездить приятно, комфортно, музыка в порядке, Гур, Абс, подогрев сидений, кондиционер. За такую цену 450000 рублей стоит купить! В салоне много приятных мелочей- это подстаканники штуки четыре, подсветка на зеркалах! ",positive
251,ЗАЗ Chance седан,"В 2009 году черт меня дернул купить ЗАЗ Chance 1.3 SX. Хотел купить китайца, пока раздумывал авто с хорошей скидкой в 60000р. продали, дороже я не потянул и шел я за ВАЗ 2114, зачем я купил это ведро с гайками, сам не знаю. За четыре года использования он мне уже по расходам в Мерседес вылился, и это только начало. На второй день машина стала постоянно глохнуть, дождался нулевого ТО ( 8500р.) прошили. Хватило на 3 дня, затем все повторилось. Что-то подкрутили, стало хуже. Первые 3-4 месяца авто жрало 18 литров на сотню и не давилось, сейчас 12-13, и это для 1.3 дрыгателя. По гарантии (2года) меняли помпу, подшипник ступицы, сальник в коробке (за мой счет и коробку шумящую делать не стали - и так сойдет). После гарантии за 4 года (при пробеге сейчас 45000 км.): ремень ГРМ, ремень генератора с роликом 3 раза, стойки все, подшипники ступицы 3 из 4-х, задние тормозные колодки, задние пружины, вентилятор кондиционера, модуль зажигания, реле заряда (подобрал с третьей попытки), чинил датчик уровня топлива. Сейчас уходит литр антифриза за день (плюнул и езжу, подливая раз в 2 месяца), конденсат от кондея течет пассажиру в ноги, опять засвистел ремень генератора, пластмассовые защелки отвалились везде, где они есть, машина начала гнить (вспучилась краска на арках и ржа на одном крыле). Не продаю, потому что никто не купит, буду ездить пока не развалится. ",negative
252,ВАЗ 2110,"Приобрел данный автомобиль два года назад, за время эксплуатаций машина ни разу не подвела. Быстрый запуск двигателя, даже в морозы, за свои деньги неплохой внешний, довольно просторный салон и самое главное можно самому ремонтировать. Общее впечатление : Остался доволен",positive
253,Hyundai Accent X3 седан,"Автомобиль Hyundai Accent x3 седан более менее машина сборка корейская. Не знаю что пишут что ведро с болтами, у меня сейчас токая уже три года. И за все время я кроме ремня и масло под капотом не делал. Так по мелочам только стойки и колодки поменял, салон в очень хорошим состоянии. Что только прочитал что печка не дует у меня греет отлично мажет том просто антифриз забыли залить. Ежу каждый месяц на дальние поездки и не разу не подвела молодец. Только одна в Hyundai проблема у них кузов очень тонкий, да быстро гниет. Ест не много где-то шесть с половиной литров. Немного подзаработаю продам свою и куплю тоже Hyundai tyson внедорожник. Мне эта марка Hyundai нравится. Общее впечатление : Hyundai",positive
254,Audi A8 седан,"У меня у самой такая же машина и я налюбоваться ей не могу. Когда я первый раз села за Ауди, то сразу же сказала, что ни за что на другую машину не сяду. У меня если говорить точнее Audi A8 quatro. О такой машине можно только мечтать. Очень удобный кожаный салон, электрические сидения, стеклоподъёмники, а так же автоматическая коробка передач. Эта машина преднозначина скорее всего для спокойных водителей, для семейных поездок. Для гонщиков я не думаю, что подойдет ауди, лучше уж для любителей скорости подойдет бмв. ",positive
255,Daewoo Matiz Best 1.0 хэтчбек,"Очень удобный для города автомобиль Daewoo Matiz Best 1.0 хэтчбек. Данный автомобиль приобрел в 2013 году для городских поездок, и очень зарекомендовал себя как надежный, компактный седан А класса. Расход топлива приемлемый. Так как есть с чем сравнивать. О данном приобретении не пожалел. Запчасти все есть по стоимости опять таки приемлемые. Рекомендую покупать как второй автомобиль основной для поездки по городу так как можно припарковаться везде, практически все влазит если разложить задние сидения. Общее впечатление : Замечательный автомобиль.",positive
256,Toyota Sprinter 4 седан,"Автомобиль достаточно хороший. Не дорогой, простой, удобный. Имеет 73 л. с или 100 л. с. Пяти ступенчатая трансмиссия. Передний привод. Очень маленький расход топлива(!). В городе 6.5 л/100км. На трассе 3.7л/100км. Бензиновый двигатель. Большой объём багажника. Автомобиль лучше всего подойдет для города и области с хорошими дорогами. Хороший кондиционер, подогрев. Удобные сиденья, легко открываются все двери. Машина надёжна, поломки редки, легко найти запчасти. Ходовые качества хорошие, заводиться без проблем. Для тех кто только получил права, и хочет купить хороший автомобиль, который не жалко подойдёт точно. Тем более это японская машина. Если будете покупать то обязательно покупайте настоящего японца. ",positive
257,Suzuki Jimny внедорожник,"Маленький рамный внедорожник от Suzuki может привлечь к себе клиента лишь опираясь на свои маркетинговые заявки. А именно: внедорожные качества, габариты для удобства в большом городе, ценовой диапазон. И если с небольшими размерами можно согласится, то остальным надо разобраться подробнее. Во-первых, о ""проходимости"" этой модели придется развеять миф сразу. У Jimny, несмотря на подключаемый полный привод не хватает элементарной мощности двигателя, чтоб преодолеть реальное бездорожье(я не говорю о ямах на дорогах и небольшом снежном покрове). Откровенно говоря, не на каждую дачу в нашей стране на этом автомобиле можно поехать с уверенностью, что доедешь и вернешься. Но так как Suzuki Jimny покупают в основном люди городские, то считаю необходимым описать поведение машины в городском режиме. И здесь не удастся вас обрадовать. Jimny окажется довольно жестковат и не комфортабелен в городской езде, потому что он ""внедорожник"":) В технологическом отношении в виде опций, а также материалом, похвастаться японцу особо нечем. Весь салон состоит из дешевого пластика, руль не регулируется никак, шумоизоляция хуже некуда. В общем, все очень простенько(даже в сравнении с вазами). Скорость набирает весьма пассивно-не менее 17с до 100км/ч, что тоже вас будет раздражать на обгонах или проезде через кольцо. Теперь о доступной цене. Около 800 тысяч р. за новый экземпляр - эта цена заметно выше чем на бюджетные седаны похожей комплектации в той же Японии. ",negative
258,Hyundai Accent седан,"Автомобиль преобрела в июле 2009 года. Сборка - Турция. Сначала использовала только для поездки на работу или в село к родителям, а в 2011 году муж начал юзать его по своей работе, приходилось перевозить и малогабаритные грузы. За это время автомобиль зарекомендовал себя очень хорошо, меняли только согласно сервисной книжке расходники и поменяли задние амортизаторы. Сейчас уже наездили 115 000 км, а бежит как только с салона. В 90 000 км загорелась лампочка ""чек"", испугалась сильно, думала что неисправности в двигателе, но компьютерный тест показал что забыт топливный фильтр. Но это не пробелы автомобиля, а такое качество топлива Общее впечатление : Нормальный автомобиль по соотношению ""цена-качество""",negative
259,Daihatsu YRV хэтчбек,"До встречи с ним был наслышан о китайской не надежности, но когда эта машина приехала к нам на СТО, понял, что это так и есть. По словам специалистов у данной машины часто засоряется и пробивается радиатор, закоксовывается пломба терморегулятора, трубки термостата не выдерживают холодов и лопаются. Подвеска не может держать данную машину на скорости более 100 км в час! Из за маленкого радиуса колес автомобиль часто попадает в неприятную ситуации. связанную с загибанием ступиц и отрывом колес от оси. Крайне не советую покупать данную машину, потому что во первых она не надежна, во вторых имеет слабую безопасность и комфорт в салоне. ",negative
260,Dodge Journey кроссовер,"При работе с данном автомобилем получаешь лишь положительные эмоции. Это американский джип, и как и все американские машины он не прихотлив к топливу, и очень надежен! Его двигатель не обрывает ремень ГРМ, не рвет и генераторный кожух! Также не загибаются клапана! Подвеска имеет длинный ход, благодаря этому автомобиль очень мягкий при управлении. Подвеску легко обслуживать, в ней нет суженных и прижатых элементов. В салоне автомобиль комфорте и просторен, подойдет для большой семьи. В целом хороший автомобиль для поездок как по городу, так и выезду на дачу, либо на пикник. Так же на нем легко можно перевозить тяжелые вещи, потому что в задней части подвески установлены усиленные рычаги! Общее впечатление : Американкский Пыж!",positive
261,ВАЗ 2190 Лада Гранта седан,"Всё началось в начале Декабря 2012г с того, что я сдала на права и решила по совету моей ""подруги"" обзавестись новенькой машинкой. И вот мы поехали в автосалон Дав-авто где нам предложили ЕЁ. Уже на следующий день я стала счастливым обладателем Гранты. И когда я счастливая выехала за двери автосалона, меня ждал первый сюрприз: на заправке обнаружила, что личинка водительской двери не открывается. Муж исправил за полчаса. Дальше на четырёх тысячах полетели шаровые подшипники. У официалов всё равно правды не найти, поэтому ремонт был на совести Ненаглядного. Без дела он не сидел: на семи тысячах перестала греть печка, на двенадцати замена генератора. Да ещё колонки возможно установить только в передние двери. Общее впечатление : Автомобиль довольно сырой и не надёжный",negative
262,Chevrolet Lanos седан,"Машина довольно таки хороша(до нее была приора). С кондиционером летом вобще кайф. В мороз заводится легко. Оптимальный вариант цены и качества. Езжу год и машина очень нравится. Только вот не надо сравнивать с иномарками за 700,900 тысяч. По сравнению с тазами очень хороший вариант, хотя цена такая же или даже меньше. При обрыве грм загибает клапана, поэтому надо своевременно его менять. Печка не очень подходит для условий севера: по трассе, если направить поток воздуха на ноги, то моментально боковые стекла покрываются инеем. Комплектация с кондиционером очень хороша( в +30 даже скорость и открытые окна не спасают) Общее впечатление : машина стоит своих денег",neutral
263,Toyota Carina дизель 2.0 седан (1990),"Приходилось проехать на данном автомобиле примерно 1000 км. В салоне автомобиль уже морально устарел, все кнопки и линии панели приборов кажутся старым, как старый китайский магнитофон. Двигатель имеет цепь в своей структуре, и хоть он надежна, но дорога и ее уже тяжело найти на рынках даже крупного города. Подвеска совсем не предназначена пот наши дороги и имеет слабые тонкие стабилизаторы в балке. Часто разрывает рулевую рейку, а за ней и рулевые тяги в целом. Автомобиль уже отжил свое, и за те деньги за которые ее предлагают купить на рынке, лучше и дешевле выйдет купить отечественную, но более менее свежую машину. Общее впечатление : Не очень надежный",negative
264,Skoda Octavia A5 седан,"Ну что я могу сказать об этом автомобиле... Одни эмоции, которые сложно описать словами. Купили мы ее в ноябре. С первой поездки я уже поняла, что никогда не вылезу из-за руля этой машины. Отличный салон, удобный, качественные материалы. Хороший климат-контроль, парктроник, музыка. В салоне тихо, хорошая шумоизоляция. Долго выбирали цвет. Белая на удивление, раньше я была против такого цвета, меня удивила. Она очень красивая, эффектная! Намного симпатичнее предыдущей машины. В салоне много места, при моем росте 180 см я везде, что на задних сидениях, что на передних чувствую себя комфортно. Багажник вместительный, удобный. Еще мне очень понравился подлокотник, очень удобный! Машина моей мечты! Есть все и за такие деньги. ",positive
265,Ваз 2192 Лада Калина 2 хетчбек,"Буквально в декабре сделали себе с мужем подарок - купили Ладу Калину 2!!! Машина выглядит на все 100! Мне в ней понравилось и оформление (все сделано на 5+), и ход (спокойный, плавный). По сравнению с седанами обзор на дороге лучше, сидишь выше, видешь дальше. Ход плавный, машина разгоняется без напрягов, тормозит, когда надо, ничего не клинит, не скрипит. Ездить с детьми очень удобно. Сзади достаточно места. Детям не тесно. Да и взрослым тоже. Единственный из минусов - не очень хорошая шумоизоляция. Но это не столь важно. Хотелось бы заметить, что машина похожа на иномарку. Если бы не значок лады и не подумала бы, увидев ее первый раз, что это наша лада. В целом машина на 5+! ",neutral
266,Groz Shulle внедорожник,"Неплохой автомобиль, разгон правда только до 120 км/ч. По бездорожью идёт хорошо. На дачу, рыбалку, охоту автомобиль то что надо. Но на свободных дорогах, или трассах слаб. Для города пожалуй он не нужен. Внешний вид у него так себе. Но заводится легко, поломки случаются очень редко. У меня дядя на таком два года ездил, был доволен, пока не купил новый. Бензин расходует не так много, что способствует экономии. К сожалению привод только задний. Объём багажника приличный, лопаты и инвентарь для дачи и рыбалки влезает. Подушки безопасности есть, подогрев тоже. Машина достаточно мощная. Салон хороший, достаточно комфортный. И автомобиль не очень жалко, когда по ухабам едешь, подвеска нормальная, не сильно трясёт. Общее впечатление : Отличный авто.",positive
267,УАЗ 469,Едет практически везде и всегда. Как сел за руль сразу полюбил. Нравится в нем все даже то что он и не комфортный и это все исправляется собственными руками. Кузов слабоват поддается коррозии очень быстро. Но мощности в нем полно как и проходимости в общем ни когда я его не поменяю. Общее впечатление : Машина для мужчин,negative
268,Volkswagen Golf 4 хэтчбек,"Ездил пару раз за рулем, т. к. машина друга, а в основном на пассажирском сидении. Автомобиль Фольцваген Гольф 4 2002 г. в., турбо 1.8 Автомобиль быстрый, динамичный, достаточно комфортный, маневренный, безопасный, в общем - очень достойное авто, а для своих лет и подавно. Со временем, конечно, и пластик начал скрипеть в салоне, и коней под капотом поубавилось, но он все равно остается чистым немцем, который в мгновении может раскрутить своё турбированное сердце, ускориться и уйти со светофора в даль, а может вальяжно катиться по ночному городу, издавая благородный ""пш-пш"" блуофом) Недостатки - это дорогое обслуживание, не всегда в наличии какие-либо запчасти, хрупкая коробка передач. Общее впечатление : Вполне достойный автомобиль",neutral
269,Volkswagen Polo седан,"Мне кажется в своем ценовом сегменте лучшая машина. Дизайн очень удачный. Салон комфортный насколько может быть комфортный авто за эти деньги. Зимой очень тепло. Сиденья удобные, долго не устаешь. Удачно расположены все приборы и кнопки: все понятно и удобно. Из минусов: слабовата подвеска для наших дорог и клиренс маловат. Ну и шумоизоляцию можно сделать получше. А вот аудиосистема штатная совсем плохая. на ходу вообще ничего не слышно. Сразу после покупки надо менять динамики. А вот багажник сказочно большой и удобный. В общем можно сделать вывод: машина не шедевр но своих денег стоит. Но сразу надо учитывать что после покупки потребует небольших вложений по замене акустики и можно резину побольше поставить. Общее впечатление : Комфортный и недорогой",neutral
