,review,sentiment
643,"Где российское кино?
Там, где тесно и темно,
Там, куда идут, когда говорят идти туда.
Там снимают фильмы нам…
Нету новых “Мимино”,
И российское кино плотно там уже давно.

Русские люди по своей природе практически непобедимые оптимисты, так что постараюсь обнаружить улыбку в четыре ряда зубов и радостно отметить плюс - елки были красивые и очень зеленые (правда что-то мне подсказывает, что наличие в картине одних только елок да туманов уже сгубило одну гламурную историю, но не будем об этом). Ну хорошо, попробуем найти ещё один плюс - скажем, пресловутое 3D, но ведь недовольный зритель, побывавший в кинотеатре, вопит и протестует, что объемная картинка случилась всего лишь пару раз, хотя я бы порадовалась хотя бы за то, что она вообще случилась. Да и вообще, братцы, больше позитива, не напрягайте свое серое вещество во избежание его вскипания, просто поверьте в то, что группа студентов, которые по идее должны были тухнуть в университете и насиловать многострадальную филологию, отправляются в дремучие леса Карелии, в которых, как все утверждают, никто не живет, кроме волшебных грибов и агрессивных белок,  во имя поисков каких-то фольклорных изысков, хотя абсолютно очевидно, что в лучшем раскладе они бы нашли пару трупов, выброшенных крутыми дядями из черных машин с тонированными стеклами ну или дурман-траву. И если ехать ночью в лес в багажнике машины - это плохая примета, то ехать туда поездом вместе со старым неадекватным профессором, который готов помереть со страху от писка мыши - это уже смертный приговор самому себе, подписанный слюной бешеного волкодава. Правда, пытаясь пробудить в себе это странное чувство патриотизм, я хочу заметить, что до определенного момента все даже смотрелось немного интересно, но как только от земли начал подниматься пар, который, скорее всего, был никаким не туманом, а каким-нибудь галюциногенным зловонием, начался диковинный бред, который сложно анализировать в категориях логики, потому что все любовные многоугольники с неизменно тупыми углами начинают завинчиваться в спиральки, главная героиня обнаруживает, что она не просто неформалка и лаффная девчонка с богатым темным внутренним миром, ограниченным любовью к существу из высших слоев и любовью ко всяким символам на зажигалках, но ещё и очень опасная ведьма, а стала она ведьмой, потому что потому. И теперь она преследует благую цель, найти странного и опасного, а также очень загадочного колдуна и поговорить с ним по понятиям, плюнув в морду лица, ну и прочие пафосные издевки над плохими колдунами мира сего. 

Там “Самый лучший фильм”, “Любовь в большом городе” там,
А также “Гитлер капут!” и новый “Служебный роман”,
Там “Самый лучший фильм-2″, “Любовь в большом городе- 2″,
И много других затей на миллиарды рублей

Актерский состав постарался на славу - снова произвел эффект цирка на колесиках, где вместо клоунов и макак резиновые куклы. Такое впечатление, что именно наших актеров в театральном учат только водить глазами из стороны в сторону и активно изображать дрожание нижней губы, а все остальное время прикидываться ветошью и стеснительно прятаться от оператора. Отличилась, пожалуй, только что-то забывшая здесь Аллочка из всем известного гламурного проекта об умственно-отсталых, которых содержали в закрытом помещении, но иногда выпускали в кафе, только не понятно, что Аллочка делает в этой, предположим, картине, поскольку закадрового смеха не слышно, а на ней не розовое короткое платье, а значит и смотреть не на что. Хотя, справедливости ради, она хотя бы дергала руками и ногами, имитируя хоть какую-то деятельность, дабы зрители совсем не уснули под влиянием дурман-травы и туманов, которые совсем не туманы. Спецэффекты тоже на высоте - вот, например, ведьмы летают четко прямой траектории, либо очень реалистично перемещаются, подвешенные на канатах. А ещё мы научились вклеивать в фильмы всякого рода сияния, вспышки и огоньки, тем самым имитируя некие 'магические процессы' и заклинания. А ещё мы сумели мастерски переплести русский фольклор с Властелином Колец, так как помимо ведьм, которые были больше похоже на укуренных крестьянок, по русским лесам бодренько бегали хоббиты и гномы, для полного маразма не хватило только египетских фараонов и Зевса в трико, который бы швырял молниями и задорно матерился на манер русского Васи-дурака. Да и не объяснишь же создателям, что фэнтези в русском преподнесении это все равно что 'Бремя страстей человеческих', написанное не Моэмом, а майер, которая бы не врубилась в одно только название (как кстати и мы, не очень поняли какого жанра кино снимали). 

Ника–Ника-никогда у нас не снимут “Аватар”.
Ника-ника-никому у нас не нужен этот геморрой
Ника-ника-ника, путь наружу укажи и свет в конце тоннеля нам открой
Расскажи кто нынче в топе
В нашей русской кинопопе
Свет в конце тоннеля нам открой

Как этот детский утренник оправдать - я не знаю, мы очень стремимся нагнать запад, но все время спотыкаемся на их дерьме и скользим куда-то в сторону, в кучу ещё большего дерьма, а потому возникает вопрос - не лучше ли остановить бессмысленную погоню и попробовать включить свой мозг? Хотя, наверное, об этом уже поздно говорить, потому что включать нечего, режиссеры подобно зомбакам бесчувственно штампуют позорную фигню, не смущаются и не боятся никакой критики (даже в форме топора, брошенного прямо в морду лица). Так что позитивнее, братцы, позитивнее, краснеть за наш кинематограф мы будем ещё очень долго.",neg
644,"Некоторые люди, как бы они этого не хотели, никогда не меняются. Однажды совершив непростительный поступок, человек уже никогда не будет прежним, и при определенных обстоятельствах он будет готов совершить его снова. Единственное, что ему останется – это жить под маской тихого и беззаботного человека. Такая задумка лежит в основе криминальной драмы «Общак».

Синопсис Обычный бар «У кузена Марва», закопанный в опасном районе Бруклина, всегда был популярен у местных банд, скрывающих в нем свои грязные деньги. Однако все меняется, когда обычный бармен Боб Сагиновски вместе со своим начальником Марвом оказываются в центре ограбления, в результате которого крадут деньги местных бандитов, требующих немедленно вернуть их деньги обратно.

Первое, за что стоит отметить картину, это, конечно, игра актёров. Прежде всего, мне понравилось исполнение Тома Харди в роли Боба, тихого неприметного бармена, который спокойно выполняет свою работу и который оказывается не таким безобидным, каким мог показаться в самом начале. Также стоит упомянуть Джеймса Гандольфини в роли Марва, в прошлом опасного бандита, а ныне старого бармена, которому осточертела его жизнь, и который решил вернуться к старому, забыв, что времена меняются.

Примечательно, что «Общак» снят европейским режиссером Михаэлем Р. Роскамом, для которого важно показать не криминальные разборки, а человеческие отношения. Тема с украденными деньгами и поисками грабителей как бы уходят на второй план, а на первом плане выступают взаимоотношения между героями. До последнего момента главный герой пытается сохранить человеческое лицо. Режиссер как бы подчеркивает, что ему дается это с трудом. Однако, когда злодеи загоняют его в угол, ему ничего не остается, кроме как выпустить скрытого зверя наружу.

Собственно сценарий «Общака» состоит из трех параллельно развивающихся сюжетных линий. Первая линия повествует нам об обычном бармене Бобе Сагиновски, ведущему тихую неприметную жизнь холостяка, периодически помогающему местным криминальным авторитетам скрывать деньги в своем общаковом баре. Однажды, возвращаясь после работы, он случайно находит в мусорном баке избитого щенка и знакомится с девушкой Надей, которая помогает ему с собакой. Но эту идиллию нарушет внезапно возникший бывший бойфренд Нади, заявляющий свои права на пса. Вторая сюжетная линия сосредоточена на ограблении бара, а точнее, на человека, организовавшим его и пытающимся справиться с последствиями, невольно втягивая в эту смертельно опасную игру Боба. Наконец, периодически всплывающая третья сюжетная линия рассказывает о детективном расследовании ограбления и убийстве некоего Ричи «Счастливые деньки», с которым опять же связан Боб. Весь этот ворох проблем одновременно сваливается на Боба, который вынужден вернуться к своей старой жизни, о которой он не хочет вспоминать.

Итог У обычного зрителя фильм может вызвать неопределенную реакцию, поскольку от фильма как от криминально драмы ожидаешь чего-то зрелищного. Однако «Общак» следует отнести к разряду независимого кино, в котором сюжет развивается не по клишеированному плану, а наполнен непредсказуемыми поворотами сюжета с детективной составляющей. Поэтому я с уверенностью могут поставить фильму такую оценку.

9 из 10",pos
645,"Когда я первый раз увидела рекламу этого сериала по ТНТ то сразу отнеслась к нему как то негативно. Не знаю почему, но все же решила посмотреть одну серию - видимо для того, чтобы закрепить свое предположение. Но.. все оказалось не так как я думала. Я просто прилипла к экрану и каждый день ждала новую серию. Второй сезон просто сразил меня. Теперь о героях и что лично я думаю о них

Колян - интересный персонаж, собирательный. Вроде гопник-гопником, а иногда такие речи выдает, что начинаешь задумываться о своей интеллектуальной ущербности.

Вован и Антоха - их я вижу только вместе (не в плане пара, просто один без другого был бы не так приколен и забавен), одно время когда пошли романтические серии, только они и вытягивали сериал

Лера - по началу видится как умная, рассудительная девушка, но влюбившись в Коляна теряет голову и совершает сильно уж нереальные поступки (не думаю что здравомыслящая девушка оставила бы ключи от квартиры малознакомому парню, как бы сильно она не было в него влюблена)

Машка - ну не нравится мне она, и все. Ей бы только пострадать. Сначала по Коле, потом по Эдику.. Не понимаю я её.

Марина и Армэнка - парочка хоть куда. Марину просто обожаю. Фразы у неё просто вырубают - 'Я ей Маша, Маша, а а она мне Вы тётя Марина козлиха степная' или 'СВИНОТА' чего только стоит!

Ну вот пожалуй и все, про основных написала. Сериал смотрится легко, много юмора и классных шуток. На любителя конечно, но я - именно тот любитель.

10 из 10",pos
646,"Что можно констатировать посмотрев данный сиквел? Сериальный дух веет над кинобизнесом. Развлечения победили искусство давным-давно. Кто будет режиссером следующего фильма о Терминаторе абсолютно неважно. Прошлого был какой-то непонятный RZA, этого вообще не пойми-кто! Всем рулят продюсеры. Осталась малая горстка режиссеров которая может что-то сказать зрителю. Это Нолан, Финчер, etc. Она приезжает скромно на Каннский фестиваль и там скромно тусуется. А фильмы-аттракционы туда пафосно вторгаются, становясь фильмами при открытии, но не входя в конкурсную программу. Пока не входя. Постепенно все съест бизнес-аттракцион ЗД и аймакс. Уже на наших глазах все съедает.

Данный фильм - компиляция модных фишек из прошлых Терминаторов, надетых на сериальное повествование. Там, где у Камерона был пафос и многозначительность - здесь активная смена планов, быстро бегущий сериальный сценарий, полное отстутствие подводных смыслов и желание срубить бабла на франшизе, когда-то достаточно интеллектуальной. Хотя и для тех времен места для глубины повествования было немного - но здесь - извините! Нет даже упора на спецэффекты, есть потуги создать первую серию для двухсезонного сериала для подростков, пилотничек такой. 

А Шварценеггер - что Щварцененггер, попадая в руки классных режиссеров он становился алмазом ('Хищник' МакТирнана, 'Правдивая ложь' Камерона, 'Близнецы' Райтмана). А попав в конвейер - он радуется, что еще не выпал из обоймы, в отличии от того же Сталлоне, который из обоймы крупнейших киностудий хоть и выпал, но продвигает и поддерживает 'олдстайл'. 

По фильму кроме того, что сказать - аттракцион с не самыми дорогими эффектами - нечего. Сразу ясно что актер с новой внешностью Джона Коннора будет предводителем свободолюбивых людей - весьма сомнительно. Идиотский вид Кайла Риза - призван привлечь какую аудиторию? А подростковая внешность Сары Коннор, раздевающейся в кабине перемещения во времени - явно для новоявленных слюнявых подростков с небольшим айкью, которые могут и не пересматривать старые серии 'Терминатора'. 

Всем спасибо за проведенное время - но поскольку выбор фильмов в кинотеатрах теперь происходит между плохим и худшим - то винить некого.

Я бы на главном плакате к фильму нарисовал планшет, а не Шварценеггера, что более явно отражает суть происходящего и целевую аудиторию.",neu
647,"Всем девочкам нравятся плохие мальчики – это расхожее убеждение как нельзя лучше объясняет всю суть «Блудливой Калифорнии». Дэвид Духовны, ради которого я не спала субботними вечерами, поджидая очередную серию «Секретных материалов», превратился из просто симпатичного мальчика в настоящего героя-любовника. Плюс образ талантливого писателя Хэнка Муди придает особой пикантности и романтики этому персонажу. Красивый, сексуальный, немного странный, любимец женщин, влюбленный при этом в свою жену – ну, не мечта ли любой среднестатистической студентки или домохозяйки? Мужчина, который может свести с ума миллионы, но при этом принадлежит одной тебе – вот он, современный принц на белом коне. Такому можно простить и измены, и пьянство, и безответственность – что угодно. И, конечно, с ним безумно интересно. Вот почему каждую серию «калифорнийского блудника» ждешь с нетерпением, гадая, чем же все это закончится, как раньше гадала, поженятся ли, в конце концов, Малдер и Скалли.

С женской аудиторией все понятно, но почему похождения калифорнийского писателя привлекают интерес мужчин? Возможно, они тайно ассоциируют себя с главным героем, надеясь в один прекрасный день «увести за собой по линии прибоя» сотню-другую девушек модельной внешности. А может, просто хотят приобщиться к жизни, которой никогда не жили: веселье и выпивка, девушки, безумный секс, деньги и пошловатые шутки? Мир Хэнка Муди хоть и кажется надуманным и нереальным, на самом деле близок и понятен каждому: проблемы в отношениях, друзья и работа – если задуматься, то можно найти много знакомых ситуаций.

Но задумываться почему-то не хочется. Хочется просто смотреть на красивых актеров, смущенно хихикать над нецензурными анекдотами и верить в хэппи-энд: в жизни героев, и в своей собственной.",neu
648,"По-началу довольно хаотичный и путанный калейдоскоп из мешанины событий прошлого и настоящего, реальности и иллюзий, постепенно выравнивается в гармоничную и чётко выстроенную историю, по-прежнему продолжающую смешивать времена и восприятия, но уже совершенно не путая зрителя.

Основная завязка понятна едва ли не с первых кадров: у нас есть зеркало, зеркало крайне злое и агрессивное и всю картину будет сеять страх и разрушения. У фильма отлично закручена интрига в первой половине - действительно неясно, кто прав: пытающийся рационально мыслить Тим, только что выписавшийся из дурдома и явно не горящий желанием туда возвращаться; или же его сестра Келли, которая со своими травмами справлялась самостоятельно и позицию брата не разделяет совершенно, десять лет подготавливая эксперимент по доказательству сверхъестественной природы того самого зеркала. Всё готово, осталось уговорить брата помочь непосредственно в проведении. Мол, сама не справлюсь, да и тебе не помешает убедиться.

Тут отмечу, что доводы Тима очень убедительны, и заставляют усомниться не только зрителя, но и саму Келли. Впрочем, надолго его запала не хватает - зеркало наконец расшевеливается и начинает вершить свои тёмные дела. 

Сравнительно недавно на экраны уже выходили очень похожие ленты - 'Шкатулка проклятия', 'Заклятие' - с практически идентичной атмосферой, идеей и сюжетом. Сюда же можно приписать 'Мама' и, само собой, 'Зеркала'. Но 'Окулус', при кажущейся вторичности, очень приятно удивляет и производит крайне хорошее впечатление гораздо большей продуманностью и закрученностью. События начинают происходить практически сразу, не тормозя и не прерываясь на бытовуху или какие-то посторонние лишние темы, никак не дополняющие картину и способные только скуку нагнать. Прочно сплетённые в одну толстую прочную нить флеш-бэки и наше время, там и там постоянно перетекающие из иллюзии в реальность и обратно, держат в довольно ощутимом напряжении до самого финала, выстроенного логически верно и прочно. Пусть даже слегка предсказуемо.

'Окулус' вышел крепким, сильным и очень достойным представителем своего жанра, ярким примером показывая, что хорроры всё ещё способны нагнать определённую долю страха.

8 из 10",pos
649,"Ничего плохого о фильме сказать не могу. И выдающимся назвать не могу. Спокойный, нежный фильм. Мне понравились отдельные моменты.

Конфетка

Вернее то, как осторожно героиня берет конфетку с ладони молодого человека, не касаясь даже кончиками пальцев. И все равно - очень чувственно.

Фотография

Когда по застывшему, недвижимому лицу юноши потекла слеза, я не смогла сдержать своих слез. А когда показали фотографию, приделанную к потолку над его кроватью, стало трудно дышать.

7 из 10",neu
650,"Начну свою рецензию, что мне не понравилось  в первую очередь. Русский вариант названия фильма. «Такие разные близнецы». По-моему мнения в оригинале «Jack and Jill» звучит боле задорно. Но это мелочь, только обертка,  которая не влияет на начинку фильм.

А теперь я расскажу, что действительно не получилось у разработчиков:

 Сюжет. Если сказать что он слабый это значит, ничего не сказать. Да его просто нет. А все действия, происходящие на экране, походят на бред сумасшедшего. 

Шутки. С каждым новым фильмом Адам Сэндлер, они становятся все хуже и хуже, а юмор становится совсем плоским, и зачастую они не смешат. Только к концу фильма я могу вспомнить пору шуток, которые меня рассмешили. 

Диалоги. Вот мы и подобрались к главным виновникам провала картины. К этим затянутым, не интересным, скучным беседам героев, которые сводят на нет все попытки разработчиков, развеселить зрителя. 

Адам в юбке. Он смотрится очень жутко, страшно и даже немного отвратительно. И в такие моменты хочется отвернуться от экрана и стереть из памяти эти жуткие образы.

Известные актеры. Помимо Адама Сэндлера и Кэти Холмс, в фильме так же появляются Джонни Депп и Аль Пачино, играющие самих себя. И знаете, мне понравилась та сцена, в которой Джил разбивает Оскар Пачино..., это надо было сделать раньше…, на много раньше. 

И в итоге я скажу «Такие разные Jack and Jill» еще одна легкомысленная, заурядная комедия, которую посмотреть один раз, это уже достижение. 

Р.S. После 16 минут фильма я поймал себя на мысли, что фильм меня уже достал.",neg
651,"В какой-то момент фильм становится крайне предсказуемым, но это ведь не всегда повод уходить из зала?

Конечно, кино не такое захватывающее, каким могли бы его снять. Но этого хватит чтобы понять, что никто не защищён от своей собственной доверчивости, ошибок. 

С другой стороны, посмотрев этот фильм, имеет смысл не доверять вообще никому и ждать западни на каждом шагу.  

7 из 10",neu
652,"Драму главного героя я так и не понял - обыденный неудачник, который плохо кончил. Но вот остальное мне понравилось. Неплохо показан распад современного общества, собственно что ясно из названия. В фильме изображено огромное количество абсолютно диких человеческих проблем, возможных только в нашем сумасшедшем мире. Их личные проблемы обильно приправлены фоновыми общими проблемами общества - эпидемиями и бедствиями, встречающимися нам в виде передачи по радио или заголовка в газете. С другой стороны помрачение - это искаженное восприятие реального мира и помутнение собственной личности, которым как раз страдает главный герой. Его перевоплощения в реальный и выдуманный мир просто великолепны, отличная игра! В жизни он никто, серый человек с угрюмым лицом, со стервой-карьеристкой женой и детьми, которые даже не заметят его смерти. А в своих грезах он может быть цезарем или известным писателем, совершенно другим, уверенным и обаятельным, быть центром внимания. 

Подкачала только концовка, фильм попытались сделать драмой, вышло не очень. Мое мнение: это не комедия и не драма, это едкая сатира. Всем поклонникам 'Красоты по-американски' смотреть обязательно, как вы уже поняли, фильм снят в том же стиле...

8 из 10",pos
653,"До тех пор, пока я сам не посмотрел данный фильм, для меня долгое время оставалось загадкой, почему у фильма с таким актерским составом и довольно бодрым трейлером достаточно низкие рейтинги и прохладные, серые рецензии. Когда я все же посмотрел сам фильм, все вопросы отпали сами собой. Не могу толком объяснить, но «Три девятки» Джона Хиллкоута далеко не тот фильм, который хочется пересматривать и ставить максимальные оценки.

Вроде бы все неплохо, в фильме есть все, что мы с вами любим: перестрелки, ограбления банков, взрывы, кой-какие погони и прочий движняк в виде экшена. Но, не смотря на это, все же чего-то фильму не хватает. А вот чего именно, пока понять сложно.

После просмотра трейлера у меня почему-то сложилось впечатление, что «Три девятки» будут чем-то средним между «Тренировочным днем» и «Королями улиц», и наверное, в этом и была моя основная ошибка. Я ждал очень крепкую криминальную драму про продажных и доблестных копов и возможно из-за этих возвышенных и первоначально ошибочных ожиданий, я ждал совсем другого фильма и опять же именно из-за этого мое общее впечатление от картины Джона Хиллкоута маленько занизилось.

Хоть рецензия и имеет серый цвет, но этот цвет очень близок к зеленому и никакой злобы или отвращения к данному фильму у меня нет. В своем роде, «Три девятки» получились неплохой картиной, правда, с плавающей динамикой, но с неплохой атмосферой происходящего. Грязные и чистые копы, уличный криминал и беспредел, русская мафия (куда уж без нее, родимой), различные банды и прочее. В этом плане, не спорю все круто.

Сюжет простоват, хотя здесь можно было как-то поизящней что ли, все завернуть и закрутить, но да ладно. Актерский состав подобрали конечно круто. Когда у фильма такой каст, где есть: Кейт Уинслет, Вуди Харрельсон, Кейси Аффлек, Чиветель Эджиофор, Энтони Маки, Аарон Пол, Галь Гадот, Норман Ридус и Тереза Палмер, мимо него сложно пройти. Опять же, многие актеры здесь появляются всего на пару минут, как к примеру Норман Ридус и Галь Гадот и если честно толку от них мало. Да и вообще складывалось такое ощущение, что авторы картины сперва понабрали именитых актеров, а уже потом решали, как их всех уместить в одном фильме. От этого хорошо чувствовалось, что персонажам было сложновато ужиться на предложенном хронометраже. 

В целом, не знаю, «Три девятки» вроде хорошая криминальная полицейская драма, но как-то до моих возвышенных ожиданий, она маленько не дотянула. Хотя опять же, это только до моих ожиданий, возможно, конкретно вам фильм приглянется. 

6 из 10",neu
654,"Короткометражные фильмы для Дяди Вани, часть из которых вошла в полнометражный киноальманах 'Иваны, помнящие родство' это тот самый случай, когда хочется чего-то доброго, светлого и теплого. Если есть обида, злость и раздражение на окружающих, эти истории просто то, что доктор прописал. Оказывают терапевтическое действие на мой взгляд. С удовольствием отправила их своим родителям (жаль только не нашла с субтитрами, мой папа не слышит), смело рекомендовала друзьям, которые просили посоветовать что-то хорошее и доброе для просмотра  Нашла в этих фильмах то, что почти уже в дефиците - наивность. Смелая, обескураживающая наивность и вера в человека, способного к переменам, к выбору в пользу любви и добра. Мне нравится юмор, мне нравится, что актеры живые, настоящие, каждый на своем месте (работа по подбору актеров замечательная!). Захотелось всем сердцем и самой принять участие в съемках! Теперь это маленькая мечта (да услышит меня режиссер).  После просмотра наполняешься чувством любви ко всем вокруг. Это такая сила! Спасибо вам за нее!  Знаю, что можно придираться к предсказуемости сюжетов, но попробуете отключить свои мозги, великого кинокритика, расслабьтесь и получите удовольствие всем сердцем.",pos
655,"Бобби Манила, подобно Джорджу Лукасу, вписал свое имя в историю кинематографа, выпустив под своим началом не одну культовую сагу. И сборники новелл о медсестрах с впечатляющими внешними данными не могли пройти мимо ценителей жанра.

Однако, как выяснилось в очередной раз, первый блин — комом. И большое везение, что прославленный режиссер не опустил руки и порадовал своих поклонников множеством сиквелов позднее. Чем же не угодили 'Медсёстры с большими сиськами'?..

Во-первых, разочаровал очевидный дисбаланс в актерском составе по части талантливости и зрелости исполнителей. Если Кензи Мари и Эбби Брукс играют на экране губками так, что у зрителя слюнки текут, то Софи Ди, явный кандидат для выхода на порно-пенсию, как и ее партнер, вызывает лишь неприязнь. 

Во-вторых, не совсем понятно желание Бобби Манилы сделать уклон в сторону гротеска, подчеркиваемого довольно карикатурными нарядами медсестер, крайне наигранными эмоциями героев и бурными, совсем невероятными всплесками чувств в финале каждой новеллы.

В-третьих, монтаж. Излишни комментарии, когда героиня все той же Кензи Мари не успевает подняться с колен в одной из сцен, как меняется цвет ее помады. Финальные аккорды каждой из новелл бесчувственно порезаны на мелкие кусочки, что, в принципе, является проблемой, которая вечно стоит перед творцами сладострастных картин.

И в-четвертых, окончательно портят впечатления от просмотра множество дырок в сюжете и крайне натянутые диалоги. Почему проктолог принимает пациентов в кабинете окулиста? Чем руководствуется профессионал, позволяющий себе бесцеремонно обсуждать интимные вопросы с людьми, жалующимися на недуг? За справкой ли приходят больные(?) мужчины, позволяющие без лишних слов ублажать себя? 

Во рту словно остается неприятный осадок после окончания действа. Возможно, этого и добивался режиссер. Цитата, вынесенная в заглавие, как нельзя лучше выражает недоумение, испытываемое во время просмотра. 

4 из 10",neg
