review,rating
достоинства   1 это цена  цена оправдала себя на 9 5 10 2 экран при небольшом размере экрана разрешение 480x800 выглядет достаточно качественно мультитач я не считал но поемоему 4 ех пальцевый не глючит и работает на отлично  смотря на этот экран не чувствуешь себя ущемленным всякими slcd и amoledами   конечно на ранее упомянутых экраннах цвета выглядят более приятно и красачно  но эта разница заметна только если держать данные экраны перед собой одновременно экран 8 10 3 процессор и видеоускоритель этот хоть и староватый тандем позволяет играть в достаточно достойные игры и запускать тяжелые приложения например без лагов хорошо идут   real racing 2  shadowgun  nfs shift и pursuit но конечно gta 3 наш старичок не потянет  у меня тормозила она сильно но мощность процессоры вполне позволяет смотреть неконвертированные видео весом 1 5гб в mkv но для этого лучше конечно установить нестандартный проигрырыватель процессор 7 5 10 4 камера снимает средне   на тексты и хорошо освещенные места вполне хватает видео получается на мой субъективный взгляд тоже среднее в целом камера 6 10 5 аккумулятор  при разогнанном процессоре до 1401 держал максимум 18 часов  а так при очень активном использовании держит с 7 30 до 21 30  аккумулятор 8 10 6 телефон не теряет связь и выполняет свои функции звонилки на отлично звонилка 10 10 7 звук  при разговоре собеседника слышно хорошо при прослушивании музыки спустя два месяца  при максимальной громкости слышен хрип  а в наушниках звук безупречный звук  7 10 8 стандартный интерфейс очень продуман и логичен  используя его не напрягаешься и получаешь удовольствие интерфейс 9 10 недостатки 1 сборка  корпус очень сильно скрипит иногда это очень бесит  2 внутрення память телефона  поначалу незнал  что с ней делать ведь все программы ставятся на нее вскоре помогла программа link2sd и рут  3 экран царапается  комментарий приобрел данную модель два месяца назад после покупки  телефон ощущался в руке действительно качественно  не было люфтов скрипов и я получал удовольствие от его использования   но примерно через недели три корпус стал невыносимо скрипеть вскоре к этому привыкаешь и необращаешь на это внимания у меня стоит рут  проц разогнан до 1401 и поледняя прошивка от t l телефон использую каждый день в основном как замена компу и я им доволен экран поцарапался после падения напол  где были песчинки и появились две микроцарапинки  заметные только на белом экране решил наклеиванием плёнки  в целом оценка аппарата 4 4 5 ,4
достоинства   пользуюсь данной моделью месяц  из достоинств можно выделить хороший дизайн приличная скорость работы износостойкий дисплей отлично воспроизводит видео адекватная работа в качестве wi fi модема качественная работа с беспроводными наушниками аккумулятор держит заряд 2 е суток удобная индикация в верхнем торце аппарата нормальная работа навигационной системы навител  недостатки тихий динамик камера желает лучшего маркий дисплей  комментарий хорошая модель за хорошую цену  аппаратные недостатки возможно исправят в обновлениях ос  хотелось бы   недавно кот уронил его с журнального столика и отказал сенсор ,2
достоинства   камера неплохо снимает видео  наушники в комплекте недостатки ужасный звук при записи видео и диктофона  куча ненужного софта  плохая фотокамера комментарий уже больше года использую данный аппарат  гляжу очень хорошие оценки у него   поэтому решил написать истинную правду  как человек поимевший опыт в использование данного устройства  стандартная камера записывает сверх отвратительный звук  причём виной этому именно софтовая часть  покопавшись в инете я нашёл программу  которая записывает звук намного лучше раз в 40  я не шучу   разработчики софта были явно пьяные  раз решили  что сканер штрих кода нужнее нормальной камеры  железо хвалить тоже не стоит  на сегодняшний день  для своей цены  железо не о чём  даже год назад все хорошие игры уже тупо не запускались или безбожно тормозили  всё это мелочи  по сравнению с главной анти изюминкой    забивка памяти  память телефона забита кучей левого софта  который нельзя удалить без гемора   и все эти проги качают обновления заполняя собой всю память телефона  таким образом  на сегодняшний день весь обновлённый встроенный софт телефона оставляет мне только 35 мб  сейчас я копаюсь в инете в надежде найти прогу  которая поможет снести встроенный софт  оно мне надо  думаю  и вам не надо  обходите эту модель стороной  даже как бюджетный вариант ,2
достоинства   надежен  удобен  да одно сплошное достоинство  кроме камеры недостатки камера  комментарий вот уже почти как три года данный телефон служит мне верой и правдой  прошли первые проблемы вместе с первыми прошивками  прошел этап привыкания друг к другу  много раз он падал на пол  кафель  землю  на него проливали воду и пиво  работает как часы  слегка подустала только батарея  да потертый экран напоминает о трудных и нелегких днях в его карьере    этот телефон ваш верный друг и товарищ  практически нет тормозов фризов  зависаний    на данный момент устарел  не надежно закреплена задняя крышка  или это уже от многочисленных падений   с камерой я так и не разобрался  снимки не очень четкие  слабая стабилизация  но фотографией я не увлекаюсь ,4
достоинства   отзывчивый экран  фотовспышка  мощный процессор  недостатки 1  в первый же день три раза висла операционка  для перезагрузки вынимал аккумулятор  и это при том  что ничего еще не удалял и не ставил    2  маркий  неудачный корпус  3  множество программного хлама  а проводника и диспетчера задач не поставили  комментарий прошло всего три дня  а душа уже к нему не лежит  всегда считал аcer солидной маркой  но частые глюки достали  возможно брак попался  а возможно операционку надо перепрошить  но уже не хочется буду возвращать обратно в магазин  у знакомых два lg p500 optimus  6000 руб  и нормально  а мой за 11000 глючит   обидно    сдал  взял самсунг галакси айс   совсем другое дело  только вот мелодии вызовов путает жаль но для него это типовая проблема ,2
достоинства     надежный   батареи хватает достаточно надолго   navitel navigator с лицензией на карту в комплекте   удобный корпус   не удалось установить сертификат недостатки главный недостаток   малый объем внутреннего накопителя  всё  что мог перенес на sd и все равно катастрофически не хватает  даже чтобы обновить навител    гугл маркет забивает всю память  а без него обновление не устанавливается  комментарий в целом доволен  только нехватка внутренней памяти все преимущества сводит на нет ,3
достоинства   есть всё что душе угодно брал б у в состоянии как новый недостатки разве что нет веб камеры комментарий хороший аппарат отличное качество  5 mp камера супер с автофокусом может wifi раздовать есть 3g  короче всё есть весь функционал подрукой мне нравится ,5
достоинства     производительность   полнофункциональность   камера   панель индикаторов   чехол в комплекте   навигатор    андроид 2 3 недостатки   мало по для компьютера   катострофическая нехватка памяти для приложений и почты    очень слабый аккумулятор комментарий качественный и очень мощный андроид смартфон  обновляемый до android 2 3  пользуюсь давно уже   в смартфоне катострофически не хватает встроенной памяти  а приложения не все на карту памяти переносятся    аккамулятор живёт без подзарядка 7 12 часов   это не приемлимо для телефона  в остальном   отличный смартфон ,4
недостатки я являюсь владельцем этого телефона год с небольшим недостатки обнаруженные за время работы с этим смартфоном проблемы начались уже сразу покупки телефона не работала камера периодически кнопка нажималась через раз в первый же месяц после покупки понесла его в ремонт  очень тихий динамик при разговоре собеседника вообще не слышно  когда телефон звонит зачастую просто его не слышишь   нагревается причем прилично   выключается когда ему вздумается  зависает что с ним невозможно ничего сделать приходится вынимать аккумулятор  вся оперативная память забита какой то фигней которую не удалить даже полный сброс не поможет  ,2
достоинства   1  самый оптимальный размер экрана  для меня   был бы меньше   неудобно пользоваться  больше   уже лопата  2  неплохая начинка  3  небольшая стоимость  4  стильный внешний вид  глоток свежего воздуха в окружении самсунговских  мыльниц  5  недостатки 1  со временем стал прогибаться экран  но этого стоило ждать  т к  тачскрин выпуклый  2  крышка в верхней части немного отходит  мелочь  но неприятно  3  малая громкость мультимедийного динамика  4  маловато внутренней памяти  но решается созданием ext раздела на карте памяти  5  после 6 месяцев пользования немного начала скалываться краска на боковинах и торцах  думаю что на этом недостатки закончились  комментарий за свои деньги   идеальный смартфон  пользуюсь им больше года  доволен до сих пор  советую всем  кто ещё не пользовался андроидом и хочет попробовать ,5
достоинства   телефон хорош своей прочностью   неоднакратно падал но ничего не случилось   хороший дисплей   хорошая батарея недостатки плохое качество фотографий   плохой звук   вспышка слепит самая главная проблема это малый обьем оперативной памяти,3
достоинства   экран  внешний вид  индикаторы на торце недостатки батарея после года использования села очень сильно  тихий динамик комментарий купил сразу как только появился в россии за 17 или 18тр  в свое время был очень хорошим и первый год был доволен как слон  да  вначале были косяки прошивки  но через месяца 2 все стало супер  телефон устраивал во всем  батарейку держал дня 2 3  через год сломался юсб  через него теперь идет только зарядка  нести в ремонт лень   на задней крышке сделал лазерную гравировку    а сейчас  спустя 2 года  остался один минус  батарея совсем не держит  на зарядку 2 раза в день   если бы не это  то даже и не думал бы менять его ,4
достоинства   достоинств много на самом деле  недостатки 1  действительно мало памяти в телефоне как писали ранее много раз  2  на экране на самом деле остаются отпечатки от пальцев  но они легко стираются  а не как писали ранее  что их фиг сотрёшь 3  металла в телефоне не так много как хотелось бы 4  нет проводника и файл менеджера 5  недостатков не так уж и много  большая часть недостатков это мелкие ошибки  да и каждому своё комментарий пользуюсь телефоном уже больше года  покупал его за 10 тысяч  телефоном доволен  падал телефон у меня очень много раз  падал и экраном вниз и задней крышкой вниз  в итоге  задняя крышка держится на паре креплениях  остальные отлетели  и на бумажке  но держится довольно крепко не смотря на то  что большая часть креплений сломаны  задняя крышка почти вся в царапинах и  ссадинах   но этого практически не видно  на экране царапин очень мало  хоть и падал телефон экраном вниз очень много раз  с учётом того  что плёнку с экрана я снял сразу же после того  как купил телефон  поставил себе рут права  поставил со второй попытки  в итоге  свободной памяти на телефоне 70 100 метров  так же приложения спокойно перемещаются на флешку через прогу  с помощью рут прав   как писали ранее  при разговоре по телефону достаточно часто нажимаешь на кнопки на экране  но решается эта проблема блокировкой экрана  нужно только после звонка нажаь на блокировку экрана  и проблема решена   телефон сам по себе у меня не выключался  не перезагружался  проблем с файлами не было  можно много чего ещё сказать про этот телефон  но скажу вот что  в общем телефон стоит своих 10ти тысяч даже с учётом того  что есть достаточно весомые недостатки  но эти недостатки достаточно легко решаются если есть прямые руки  ставлю телефону твёрдую четвёрку ,4
достоинства   внешний вид  ну где еще встретишь с изогнутым экраном  довольно крепкий  падал много раз и довольно сильно  последнее падение  вернее размазывание с размаху об стену убило только экран   приятно лежит в руке  довольно сносная работа в автономном режиме  хватало на 2 дня  для своего времени апарат супер  недостатки как и писалось ниже  обьем внутренней памяти  без прямых рук или невозможности читать как исправить  лучше выбрать что то другое  комментарий апаратом пользовался 2 года  все свои функции как смартфон выполнял на 101   читалка  игрушки  роутер  почта  интернет сёрфинг  ну и само сабой звонки  к великому сожалению апарат приказал долго жить  причина выше  а в сервисе сказали что менять нужно тач и экран все вместе  цена 6300    грабеж  проще купить рабочий б у на совке и воткнуть свой аккум  если продадут со сдохщим  итог  так бы и ходил до сих пор не парясь что модель старая  ибо прямые руки решают все  но моя буйная голова его убила  на данный момент покупать только не дороже 6 7 кубов дров ,5
достоинства   достойная модель  жаль нет поддержки 2 х сим карт  мне понравился дизайн black ver   неплохой экран  динамик отличный  поставил на звонки dubstep  звук достойный  чехол в комплекте  заряжается за 3 часа  в среднем заряда хватает на 2 3 дня  wifi  музыка  gps  пара игр  50 звонков камера выше среднего  снимки получаются отличные благодаря авто фокусу и вспышке даже ночью  недостатки нет 2ой симки  пережить можно  512 мб оперативной памяти  хотя тормозов не наблюдал  комментарий я очень рад покупке  в нем все есть  всем рекомендую  брал за 10999  купил такой же через 2 недели ,4
достоинства   андроид процессор яркий экран многообразие кастом прошивок солидность  недостатки я их не нашел  комментарий вот сидишь читаешь отзывы об этом телефоне и понимаешь  что их пишут очень ленивые люди  нет идеальных телефонов  просто нет  в каждом много достоинств но все равно найти недостаток можно  из своего металла я сделал настоящую конфетку посидев пару часов с ним и интернетом наедине  скачал кастомную прошивку lewa которая меняет весь его внутренний мир  разгоняет процессор до 1600ghz оставляет далеко позади sony xperia s  изменяет конфигурации плеера и он становится приятен на слух  убираются несколько ненужных приложений которые осаждают память  у меня он убрал маркет  и слава богу  ненужная совершенно для меня вещь  повышается уровень оптимизации и батарея держит 1 5 суток в режиме  студент   на заднюю крышку наклеил  карбон  и забыл про царапины задней крышки  на  лице  и без пленок нету ни одной царапинки  связь прекраснейшая интернет удобный экран яркий и без пикселей  в общем люди не ленитесь  из всего можно сделать конфетку  p s  камера даа плохая  но лично я ей пользуюсь раз в високосный год ,5
достоинства   красивый дизайн изящная форма  а не стандартный  кирпич    хороший экран  не тормозит  достаточно живучая батарея  ну и все достоинства андроид систем  недостатки из недостатков  с которыми можно мириться и к которым можно привыкнуть  1  плохая камера  что то сфотографировать можно  но качество будет не сильно впечатляющее  есть маленький хинт   если снять заднюю крышку  то фото выйдет немного лучше  с другой стороны  если хотите делать хорошие фотографии   просто купите себе фотоаппарат  2  слабый внешний динамик  из кармана на улице звонок почти не слышно  но и тут есть хинт  можно просто увеличить громкость самой мелодии  которая стоит на звонке  3  из за того что экран не плоский  а немного выпуклый  сперва могут быть проблемы с набором текста  но это дело привычки  4  нет джойстика  так что если надо передвинуть курсор при наборе текста  приходится тыкать пальцами  тоже неудобно  но терпимо  а вот с чем мириться я не могу и что дико раздражает   малое количество внутренней памяти  много программ просто не влазит  приходится постоянно что то удалять  чтобы поставить что то другое  это основная причина  почему я его поменял бы в ближайшем будущем на что то другое  комментарий пользуюсь им уже 2 года  так что можно сказать  что хорошо его знаю  несмотря на то  что в моем отзыве больше отрицательных пунктов  чем положительных  я все равно доволен этим аппаратом  а если бы не было проблем с памятью  то не менял бы его еще лет 5 ,4
достоинства   внешний вид  комплектация  надёжность  качество сборки  качество связи недостатки батарея  камера  размер встроенной памяти  по комментарий не мог обойти вниманием сей девайс  поскольку это был мой первый тел  на андроиде  в пользовании с июня по сентябрь 2011 г  в общем  остались приятные ощущения от данной модели   порадовали  операционная система  после виндоус   внешний вид  качество материалов  достаточно крепкое стекло  упав со стола  приложился об острый угол радиатора отопительной батареи  как итог   микроскопическая коцка   а вот к металлический задней крышке  были претензии  в автодержателе за месяц потёрлась    понравилось решение с демонстрацией пропущенных уведомлений  достаточно уверенный приём сотовой сети   не порадовало  батарея   едва дотягивал до конца дня при пользовании интернетом  решил проблему приобретения в интернете аккума повышенной ёмкости с задней крышкой   камера очень посредственная  после самс  vitu omnia ii откровенно не порадовала   размер встроенной памяти  512 мб без функции переноса приложений на карту памяти  критически мало   насчёт 512 мб оперативки   стандартный размер того времени    по  самопроизвольно вырубался  после обновления проблема почти ушла  но не совсем  раз в месяц повторялась    в общем  для своего времени  достойная модель  был утоплен в море  восстановлен в сервисном центре за треть его стоимости и продан ,4
достоинства     нормально держит заряд  3g и gps включаю только когда нужны     громкий динамик    сеть хорошо ловит  недостатки   камера отвратительная  все размытое  звук затвора не отключается    на видео ужасный звук  одни шумы    памяти не хватает ни на что  даже с root правами    слабенький встроенный плеер и менеджер файлов    быстро слетела задняя крышка    появились подглючивания при подключении 3g   лечится включением и выключением режима полета    во время звонка очень громкие гудки и тихий голос  в наушниках приходится сначала убирать звук до минимума  а потом обратно его возвращать ,1
достоинства   металлический корпус и вообще солидность модели  при его использовании не возникает ощущения  что ты раздавишь его в руке  как с большинством современных смартфонов  сенсорная панель выглядит и ощущается как достаточно толстое стекло  которое если и прогибается при нажатии  то совсем незаметно  не боишься продавить его нажатием пальца  в порыве гнева несколько раз бил по нему кулаком   ему хоть бы хны    прочный и относительно удобный чехол  благодаря которому телефон до сих пор выглядит как после продажи  достаточно протереть тряпочкой от следов жирных пальцев и т п  андроид 2 3  кастомной прошивкой можно прошить на 4 версию  недостатки самый главный недостаток   малый объем внутренней памяти  забитый ненужными  системными  приложениями типа фейсбука и т п  к сведению  системные приложения нельзя перенести на карту памяти и удалить  для этого телефон нужно  рутовать  и ставить спец  программу  но для полного контроля ее нужно будет купить  полностью бесплатного приложения я не нашел  в последнее время стал притормаживать даже при снятии с блокировки  возможно из за нехватки внутренней памяти    комментарий в общем  достаточно неплохая модель  но в наше время ее уже не хватает  з ы  прочитал в отзывах что быстро разряжается батарея  мой вам совет   выставьте в настройках режим сети  только 2g   при этом телефон держит заряд около недели  если не больше ,4
достоинства   1 это цена  цена оправдала себя на 9 5 10 2 экран при небольшом размере экрана разрешение 480x800 выглядет достаточно качественно мультитач я не считал но поемоему 4 ех пальцевый не глючит и работает на отлично  смотря на этот экран не чувствуешь себя ущемленным всякими slcd и amoledами   конечно на ранее упомянутых экраннах цвета выглядят более приятно и красачно  но эта разница заметна только если держать данные экраны перед собой одновременно экран 8 10 3 процессор и видеоускоритель этот хоть и староватый тандем позволяет играть в достаточно достойные игры и запускать тяжелые приложения например без лагов хорошо идут   real racing 2  shadowgun  nfs shift и pursuit но конечно gta 3 наш старичок не потянет  у меня тормозила она сильно но мощность процессоры вполне позволяет смотреть неконвертированные видео весом 1 5гб в mkv но для этого лучше конечно установить нестандартный проигрырыватель процессор 7 5 10 4 камера снимает средне   на тексты и хорошо освещенные места вполне хватает видео получается на мой субъективный взгляд тоже среднее в целом камера 6 10 5 аккумулятор  при разогнанном процессоре до 1401 держал максимум 18 часов  а так при очень активном использовании держит с 7 30 до 21 30  аккумулятор 8 10 6 телефон не теряет связь и выполняет свои функции звонилки на отлично звонилка 10 10 7 звук  при разговоре собеседника слышно хорошо при прослушивании музыки спустя два месяца  при максимальной громкости слышен хрип  а в наушниках звук безупречный звук  7 10 8 стандартный интерфейс очень продуман и логичен  используя его не напрягаешься и получаешь удовольствие интерфейс 9 10 недостатки 1 сборка  корпус очень сильно скрипит иногда это очень бесит  2 внутрення память телефона  поначалу незнал  что с ней делать ведь все программы ставятся на нее вскоре помогла программа link2sd и рут  3 экран царапается  комментарий приобрел данную модель два месяца назад после покупки  телефон ощущался в руке действительно качественно  не было люфтов скрипов и я получал удовольствие от его использования   но примерно через недели три корпус стал невыносимо скрипеть вскоре к этому привыкаешь и необращаешь на это внимания у меня стоит рут  проц разогнан до 1401 и поледняя прошивка от t l телефон использую каждый день в основном как замена компу и я им доволен экран поцарапался после падения напол  где были песчинки и появились две микроцарапинки  заметные только на белом экране решил наклеиванием плёнки  в целом оценка аппарата 4 4 5 ,4
достоинства   пользуюсь данной моделью месяц  из достоинств можно выделить хороший дизайн приличная скорость работы износостойкий дисплей отлично воспроизводит видео адекватная работа в качестве wi fi модема качественная работа с беспроводными наушниками аккумулятор держит заряд 2 е суток удобная индикация в верхнем торце аппарата нормальная работа навигационной системы навител  недостатки тихий динамик камера желает лучшего маркий дисплей  комментарий хорошая модель за хорошую цену  аппаратные недостатки возможно исправят в обновлениях ос  хотелось бы   недавно кот уронил его с журнального столика и отказал сенсор ,2
достоинства   камера неплохо снимает видео  наушники в комплекте недостатки ужасный звук при записи видео и диктофона  куча ненужного софта  плохая фотокамера комментарий уже больше года использую данный аппарат  гляжу очень хорошие оценки у него   поэтому решил написать истинную правду  как человек поимевший опыт в использование данного устройства  стандартная камера записывает сверх отвратительный звук  причём виной этому именно софтовая часть  покопавшись в инете я нашёл программу  которая записывает звук намного лучше раз в 40  я не шучу   разработчики софта были явно пьяные  раз решили  что сканер штрих кода нужнее нормальной камеры  железо хвалить тоже не стоит  на сегодняшний день  для своей цены  железо не о чём  даже год назад все хорошие игры уже тупо не запускались или безбожно тормозили  всё это мелочи  по сравнению с главной анти изюминкой    забивка памяти  память телефона забита кучей левого софта  который нельзя удалить без гемора   и все эти проги качают обновления заполняя собой всю память телефона  таким образом  на сегодняшний день весь обновлённый встроенный софт телефона оставляет мне только 35 мб  сейчас я копаюсь в инете в надежде найти прогу  которая поможет снести встроенный софт  оно мне надо  думаю  и вам не надо  обходите эту модель стороной  даже как бюджетный вариант ,2
достоинства   надежен  удобен  да одно сплошное достоинство  кроме камеры недостатки камера  комментарий вот уже почти как три года данный телефон служит мне верой и правдой  прошли первые проблемы вместе с первыми прошивками  прошел этап привыкания друг к другу  много раз он падал на пол  кафель  землю  на него проливали воду и пиво  работает как часы  слегка подустала только батарея  да потертый экран напоминает о трудных и нелегких днях в его карьере    этот телефон ваш верный друг и товарищ  практически нет тормозов фризов  зависаний    на данный момент устарел  не надежно закреплена задняя крышка  или это уже от многочисленных падений   с камерой я так и не разобрался  снимки не очень четкие  слабая стабилизация  но фотографией я не увлекаюсь ,4
достоинства   отзывчивый экран  фотовспышка  мощный процессор  недостатки 1  в первый же день три раза висла операционка  для перезагрузки вынимал аккумулятор  и это при том  что ничего еще не удалял и не ставил    2  маркий  неудачный корпус  3  множество программного хлама  а проводника и диспетчера задач не поставили  комментарий прошло всего три дня  а душа уже к нему не лежит  всегда считал аcer солидной маркой  но частые глюки достали  возможно брак попался  а возможно операционку надо перепрошить  но уже не хочется буду возвращать обратно в магазин  у знакомых два lg p500 optimus  6000 руб  и нормально  а мой за 11000 глючит   обидно    сдал  взял самсунг галакси айс   совсем другое дело  только вот мелодии вызовов путает жаль но для него это типовая проблема ,2
